,Abbott_Laboratories_predictions,AbbVie_predictions,ABIOMED_predictions,Agilent_predictions,Align_Technology_predictions,Allergan_predictions,AmerisourceBergen_Corp_predictions,Amgen_predictions,Baxter_International_predictions,Becton_Dickinson_predictions,Biogen_predictions,Boston_Scientific_predictions,Bristol_Myers_Squibb_predictions,Cardinal_Health_predictions,Celgene_predictions,Centene_Corporation_predictions,Cerner_predictions,CIGNA_predictions,The_Cooper_Companies_predictions,CVS_Health_predictions,Danaher_predictions,DaVita_predictions,Dentsply_Sirona_predictions,Edwards_Lifesciences_predictions,Gilead_Sciences_predictions,HCA_Holdings_predictions,Henry_Schein_predictions,Hologic_predictions,Humana_predictions,IDEXX_Laboratories_predictions,Illumina_predictions,Incyte_predictions,Intuitive_Surgical_predictions,Johnson_Johnson_predictions,Laboratory_America_Holding_predictions,Lilly_predictions,McKesson_predictions,Medtronic_predictions,Merck_predictions,Mylan_NV_predictions,Nektar_Therapeutics_predictions,PerkinElmer_predictions,Perrigo_predictions,Pfizer_predictions,Quest_Diagnostics_predictions,Regeneron_predictions,ResMed_predictions,Stryker_predictions,Teleflex_predictions,Thermo_Fisher_Scientific_predictions,United_Health_Group_predictions,Universal_Health_Services_predictions,Varian_Medical_Systems_predictions,Vertex_Pharmaceuticals_predictions,Waters_Corporation_predictions,WellCare_predictions,Zimmer_Biomet_Holdings_predictions,Zoetis_predictions
30,[39.78712409],[60.5028516],[115.91049208],[44.93578524],[96.04622714],[191.53005756],[78.0388005],[145.66218155],[47.02680735],[171.63440427],[318.32770872],[21.43874298],[56.77528935],[70.27571398],[124.03310803],[57.7080424],[50.51903441],[137.15380014],[173.63822144],[74.19341643],[79.25254557],[62.83690644],[59.79209848],[89.29865231],[75.03074178],[73.18963837],[148.95757799],[38.66759917],[200.07244498],[118.66973665],[137.60276879],[109.17755473],[661.60817238],[115.04289479],[126.28776735],[76.70759738],[141.20702134],[80.53722799],[62.37986762],[36.77450688],[13.48393187],[50.56301093],[89.39387584],[31.61456461],[87.17473579],[406.04756565],[58.50524134],[111.36782506],[150.38123914],[146.29217335],[150.62637385],[123.17523919],[89.74224772],[89.19151184],[137.93270196],[130.35816931],[101.97212512],[49.9782141]
31,[38.07272194],[58.86027806],[111.20626422],[44.46762599],[94.292056],[188.87590105],[78.18325234],[144.31887958],[46.10921539],[167.17639054],[318.14124582],[20.89763197],[56.5241073],[70.09604998],[120.8395469],[55.95657338],[50.04139121],[139.78266821],[169.65803191],[73.66274666],[78.53503495],[63.06014715],[59.82189891],[84.9387368],[74.49951864],[70.25128289],[153.19719112],[38.40259425],[206.22091193],[119.87985559],[134.74058483],[105.73361992],[640.64567538],[112.84974588],[124.78767727],[76.08359924],[141.36002672],[73.74222501],[61.74057585],[36.27515658],[13.09781672],[50.6612265],[87.83023971],[31.31863183],[86.69676045],[400.11120555],[58.05209718],[110.68562094],[150.13296181],[143.29710743],[152.42068015],[121.34030702],[89.86296014],[86.12104912],[135.359042],[132.46014139],[100.84103051],[49.69879853]
32,[39.05976239],[60.23723027],[113.17570668],[44.69599791],[95.50294883],[193.82511305],[79.01740241],[145.22240797],[46.48588981],[168.53098917],[306.0302883],[21.03010295],[56.7666036],[70.58235646],[120.67509884],[56.37209762],[50.48798502],[139.51838086],[168.98957651],[73.66695537],[79.15967707],[63.34877829],[60.54074182],[87.11729525],[75.33125883],[71.41425398],[152.72351982],[39.00979061],[208.09060697],[120.23597427],[134.7273312],[107.44947493],[643.60673015],[113.1215346],[126.15948344],[68.77762731],[141.19803973],[76.10961676],[61.71081817],[36.94979806],[13.25491238],[51.99587666],[89.12548183],[31.4678578],[87.76951798],[402.49085476],[58.27667976],[111.7522968],[151.1286394],[143.80385587],[153.65336074],[122.19994024],[91.56318936],[87.35930869],[138.42783551],[135.09049831],[101.10774572],[50.13498062]
33,[39.13839943],[60.41964398],[113.72620996],[44.93393128],[96.22963239],[192.04884488],[78.46629466],[145.3203385],[46.67852562],[170.99877298],[305.68867149],[21.1737023],[56.97807971],[71.0612157],[120.99804099],[56.82141755],[50.43997724],[138.82014967],[170.90440059],[73.99957901],[79.5476277],[63.37637734],[60.82975509],[85.80996209],[75.36332802],[71.37829311],[152.00961687],[39.04052916],[207.67506766],[120.29005609],[134.83703929],[107.0469961],[658.18181594],[113.92321338],[127.46425818],[69.22857873],[142.97513125],[75.97100104],[62.20951214],[36.59188038],[13.48871637],[51.53706016],[87.71168018],[31.68072147],[88.27359767],[396.95960562],[59.08252317],[112.77383898],[153.38554358],[144.21195787],[152.8119877],[123.14783422],[91.92809416],[87.93539878],[138.29637224],[134.30107912],[102.24909124],[50.19697509]
34,[38.79958354],[59.57617622],[112.56719651],[43.63567166],[95.51803735],[190.07561396],[78.92089742],[145.20707126],[46.59467374],[170.87414133],[304.64746528],[20.85208858],[56.50964814],[71.52909898],[120.31509453],[55.46819151],[50.90791483],[136.87011952],[168.13785192],[74.76851717],[79.02704776],[63.2351323],[60.45717145],[84.19911421],[74.52299088],[70.77568807],[151.63905439],[38.7050552],[208.15127078],[119.60299797],[136.37060453],[105.29530691],[649.22572032],[113.39588357],[125.83586373],[67.6635516],[143.12029202],[74.65802763],[61.82285231],[36.79137375],[12.75353557],[50.94020398],[88.03878496],[31.53643452],[88.31876028],[391.57369386],[60.65349248],[112.99417183],[150.23249842],[140.78052443],[152.06552694],[122.85085414],[91.10960181],[87.18153663],[136.94048221],[133.87316715],[101.96082829],[50.18613203]
35,[38.67245898],[61.51309316],[111.95982225],[44.45877857],[95.64371842],[192.54568562],[77.61765286],[145.96884442],[44.69670906],[172.85609322],[302.77290258],[20.78449287],[56.37761713],[71.01990328],[122.14034547],[57.54167509],[49.74266068],[138.36310667],[170.81646208],[75.78281892],[79.09593625],[63.67692702],[60.48628609],[83.94537931],[74.80573978],[71.31847131],[152.93382677],[38.98492311],[210.30265865],[120.40787878],[136.54723162],[105.28566624],[649.64535287],[112.45389252],[127.69225893],[67.52824506],[141.27962579],[73.71683355],[62.20635451],[35.98516326],[12.54530243],[51.13368235],[85.76784614],[31.95083195],[88.71606213],[386.66096397],[62.08805425],[115.45540848],[149.64442718],[141.4257728],[157.45245311],[123.1837433],[91.37870924],[85.49080806],[137.50677572],[137.45524659],[103.48778474],[50.41535983]
36,[38.08334913],[60.77348696],[112.48298939],[43.995034],[93.11505807],[194.3499117],[77.94365083],[144.11240565],[44.26435786],[168.91296587],[293.91884212],[20.50932023],[56.42637362],[71.01038046],[118.47747451],[57.6551205],[49.73266758],[134.84234795],[164.13776863],[76.81173534],[78.25592907],[63.34529678],[58.0400887],[82.89778916],[73.77886298],[70.95091978],[149.24134996],[38.30373381],[212.88578606],[117.71761926],[133.21855686],[101.94025083],[644.32574416],[111.30192721],[125.79639421],[66.75265651],[143.64332369],[73.07812238],[61.22332711],[36.65624908],[12.26890643],[50.7089985],[86.23268504],[32.09563402],[87.65143896],[379.93795986],[61.34684045],[113.40634357],[147.7413896],[140.15908948],[158.27742845],[123.01175683],[89.96613183],[81.48057563],[134.89579145],[136.8019152],[101.84818285],[50.41814187]
37,[37.63843974],[59.34929487],[107.79581335],[43.24238729],[92.66175302],[190.36031394],[77.812194],[142.56537036],[43.49305862],[164.54573361],[296.14881843],[20.19368286],[55.80737076],[70.94769699],[118.80196356],[57.86887827],[47.97245349],[134.726696],[159.95987532],[76.77920085],[77.14006585],[64.57032945],[57.44370296],[81.44214461],[72.89580918],[71.31534706],[149.71623403],[37.73465448],[216.96394005],[114.12018015],[127.89981644],[100.40679009],[632.44609977],[111.48842414],[123.97730033],[66.24155554],[143.17663231],[72.11690848],[60.85840685],[35.96732106],[12.11770098],[50.80187923],[85.85125142],[31.43262769],[87.53141429],[376.25596438],[59.40372199],[111.91352637],[146.30854337],[139.93674048],[160.84063853],[124.06822213],[88.9051638],[77.62477953],[134.13071461],[138.49613566],[99.92768888],[49.40001903]
38,[37.90632705],[59.30984419],[109.06105953],[44.03168301],[92.47383785],[189.72393682],[78.97436241],[143.94820139],[43.97573518],[165.47004084],[297.61523879],[20.37604133],[56.00362512],[70.87908536],[117.62682426],[57.47096868],[47.84243498],[133.56206783],[162.47932954],[77.50196202],[77.40161853],[64.21927142],[56.92699972],[83.50647102],[72.42170204],[70.2637947],[149.37075396],[37.97524504],[213.51909788],[114.58849498],[127.97935037],[102.18737953],[636.64390082],[111.86401735],[124.42618183],[67.48601503],[143.42190356],[72.20039022],[61.16436684],[36.07977472],[12.32686786],[51.00841354],[85.8766321],[31.66587394],[87.993227],[372.69096797],[59.58228662],[112.07230747],[152.59240589],[141.78922245],[160.40341553],[124.58023953],[89.818588],[75.39307943],[134.61454417],[138.2349258],[100.14446332],[49.20159194]
39,[38.45385185],[60.85708924],[110.02652216],[44.48987482],[94.11419894],[191.29994874],[79.37674363],[145.36160793],[43.91205317],[165.01060146],[289.99236048],[20.73401748],[55.50875698],[71.99287304],[116.61250457],[56.95575163],[48.33860627],[134.80556116],[163.77370252],[77.93304293],[77.21232184],[64.11450834],[57.34036148],[82.42762375],[72.5119525],[70.75133203],[150.08109778],[38.58415121],[208.63987255],[114.27292148],[128.06585088],[105.29713928],[638.4176187],[112.01565672],[125.40058941],[67.34196688],[144.96662411],[71.79668335],[60.32746147],[35.55693776],[12.59371976],[51.17630282],[84.70911028],[31.54101057],[88.36761009],[370.57977513],[60.12354833],[112.03451759],[154.40790562],[141.42386248],[157.59048369],[124.76327425],[90.12249884],[75.82016214],[135.02014746],[137.00274343],[101.27595029],[49.74564728]
40,[38.40901323],[61.65104771],[112.94966639],[44.83368962],[96.37074582],[191.16126177],[78.97514624],[145.19066916],[43.98957216],[165.48970741],[291.12544988],[20.82515888],[56.10456005],[71.4815706],[117.44611229],[56.61516966],[47.68690329],[137.35849247],[166.26755745],[79.35382997],[77.37959902],[64.16117104],[58.14120985],[83.22207557],[72.46153953],[71.17919722],[150.15922564],[38.91643064],[204.56115674],[115.59465692],[126.73883263],[107.84838784],[622.36262392],[112.0304265],[125.26595663],[67.79072836],[145.36505646],[72.22658273],[60.35099523],[35.92450775],[12.79432115],[52.1293387],[84.36858154],[31.63858336],[88.65215619],[368.97756813],[59.8454121],[112.89439614],[153.84439267],[143.53335408],[157.34744879],[126.20737929],[89.77493023],[78.54071097],[138.56998462],[138.79359901],[104.6180085],[50.15141664]
41,[38.45525426],[60.00840429],[116.16378775],[44.93220766],[98.18706844],[189.73948903],[76.15662578],[141.17697597],[44.11778795],[164.1216392],[285.81536045],[20.59158571],[55.17608968],[70.57208009],[112.7145774],[56.74941217],[47.91258156],[136.85785463],[168.5907126],[80.4219246],[76.97941349],[64.02150318],[58.15482511],[83.77444403],[72.74546952],[72.00810128],[149.39979452],[38.96201482],[203.34819637],[117.91020606],[122.11174335],[101.40163849],[618.42965873],[111.16143418],[126.32562453],[67.2978781],[141.77425278],[72.26956274],[60.08832221],[34.45877273],[12.32687868],[52.73275693],[83.91211303],[31.14231032],[88.73967942],[362.03723179],[60.32795631],[113.75366956],[153.98891088],[141.84054132],[159.56893726],[112.74734857],[90.15565328],[75.64221935],[136.50560022],[139.61859269],[104.47945858],[51.06058979]
42,[38.66261964],[60.92086401],[117.98608989],[45.66872795],[99.26471885],[188.48800731],[76.86652518],[140.7332743],[44.03728346],[163.82091319],[289.63204213],[20.58917434],[55.30706633],[71.02554966],[113.08515005],[56.95074378],[48.06294937],[137.19770262],[167.45698927],[78.39845004],[77.70097401],[66.22612871],[58.87810028],[89.55924071],[71.96032899],[72.39648747],[150.42297069],[38.92303638],[207.18756835],[118.80900266],[123.53636076],[102.8436143],[620.35520803],[111.06227901],[126.99809692],[67.34148995],[143.16140994],[72.09941119],[60.17401125],[36.13036916],[12.94763905],[53.04889411],[81.85133883],[30.9634705],[89.63745928],[369.63656116],[61.39881166],[115.49524746],[156.63135181],[143.09632431],[159.63736327],[113.48203755],[90.53283966],[77.0228129],[138.20683595],[141.31340694],[104.58564404],[51.56901299]
43,[39.20956518],[61.46308362],[116.9431456],[46.20297164],[98.49000674],[192.41901545],[79.23609145],[143.41800427],[44.84363886],[166.63769182],[287.79242775],[20.80630063],[57.02925943],[72.97724708],[113.52558173],[56.79806414],[48.4499108],[134.80900724],[170.78684993],[79.82579192],[78.06594266],[66.41262242],[59.00347274],[90.24196939],[72.69899669],[73.11586862],[152.04603316],[39.01612442],[203.17059784],[118.16289485],[123.21795308],[99.90924464],[626.25837505],[112.13743518],[127.82033734],[67.77722586],[146.18198105],[73.30482951],[61.19366438],[36.37354392],[13.29267688],[53.52928115],[82.57495722],[31.75826769],[91.03583887],[372.96118373],[62.22690746],[116.40173483],[156.2264017],[145.11104784],[160.24514883],[112.60408412],[91.21237234],[76.59004523],[139.18684704],[139.840545],[105.11835296],[51.86254873]
44,[39.18218369],[62.14497193],[119.20152109],[46.06115796],[98.31499119],[190.68346352],[78.19088239],[145.86958408],[44.97479633],[169.62505248],[286.27467157],[21.09023396],[56.50870223],[73.45494543],[113.31970363],[56.26258364],[48.84122182],[132.48148587],[173.92145497],[79.72989759],[77.79877548],[66.57160477],[59.22281324],[88.72167107],[73.50024177],[73.84081371],[151.22361988],[39.76005029],[202.79185769],[120.34506054],[124.25149448],[101.96892272],[634.63388006],[115.26395739],[129.05618678],[67.71036981],[146.42302183],[73.64602284],[61.65938723],[37.27395621],[12.60070405],[53.51428741],[82.26194675],[32.40633244],[91.69127171],[388.25049677],[62.70585676],[117.49375826],[158.56298883],[145.24064741],[159.46653953],[112.99661157],[91.40472317],[76.28075149],[139.75649837],[140.70717851],[105.72183512],[51.08654388]
45,[39.43395959],[61.94535922],[118.8984236],[46.29634874],[98.92088114],[193.38500219],[78.48796576],[148.2666339],[45.0128213],[168.16098573],[287.41388543],[21.30773282],[57.26773995],[73.68162763],[115.08393076],[57.00548673],[48.22454309],[134.70082084],[175.15336161],[80.34909138],[79.11883791],[65.49515377],[59.83913915],[89.51894928],[74.86688252],[73.87997751],[153.49963206],[40.49975715],[205.04731401],[121.00019152],[126.52210143],[101.39918497],[636.51557771],[115.91498696],[129.57149002],[68.54530924],[147.86746543],[73.35523491],[61.75320145],[38.11686515],[12.19788607],[54.00286488],[83.71225338],[32.8360714],[91.95089557],[380.71565758],[62.56511166],[117.43044039],[156.19583521],[145.8663573],[160.59858199],[109.5423442],[92.14056756],[76.39502843],[139.44519025],[139.29830369],[106.75480271],[51.11916386]
46,[38.79316178],[61.7116159],[119.38897687],[46.06359269],[98.65866627],[192.09908171],[77.09115555],[148.53642689],[45.01255603],[167.4030817],[286.42315202],[21.18664485],[58.38873179],[72.52742465],[115.69299768],[56.17339994],[47.94427837],[133.32645606],[175.22867859],[78.90496324],[78.70312997],[63.93086361],[59.62014819],[89.99347737],[75.54789205],[73.06994558],[152.6062098],[40.74468603],[205.36591167],[119.76724943],[125.48320706],[102.91281976],[636.38962672],[115.12813612],[127.39850852],[67.73756436],[143.64290215],[73.2404191],[61.76569297],[37.65695782],[12.17811019],[53.53555333],[83.18476206],[32.72401274],[91.17866558],[381.60776725],[62.16846174],[116.62473703],[156.87301509],[143.86620325],[159.94839007],[102.48589359],[90.82702173],[78.45026165],[138.52830313],[137.79467073],[104.93030672],[50.91335678]
47,[38.95988647],[62.03339323],[118.70097792],[46.50684899],[100.31905714],[192.75316327],[76.91534813],[150.46888993],[45.0311061],[168.90779118],[286.89153874],[21.23282512],[58.66710302],[73.03446388],[117.0111585],[57.19242862],[49.1098092],[134.18411047],[175.94795609],[78.42743088],[79.61330539],[64.19200197],[60.43322126],[90.51293238],[75.44354014],[74.43290946],[154.2190874],[40.62530947],[204.62326442],[119.86372],[131.88731767],[104.73390634],[638.85838825],[115.76949076],[127.43753592],[71.08737551],[142.24928225],[73.39674032],[62.3472342],[37.76650455],[12.60990848],[54.00523174],[82.42537761],[32.70852656],[91.98063298],[376.81872374],[62.34014374],[118.84074235],[155.96623403],[143.65792839],[160.74445579],[108.52619005],[91.34576469],[77.19462469],[137.77148214],[137.70960256],[102.77162506],[52.13114476]
48,[38.08715493],[62.22414431],[117.85270257],[45.91104834],[101.09504975],[192.69726171],[77.21741366],[149.33964622],[44.67030082],[167.89824573],[286.42870161],[21.3821137],[58.63271192],[73.72853914],[116.42498569],[56.55491285],[49.01923244],[136.78111406],[174.96028477],[79.36592434],[79.20722046],[64.89412861],[60.05206334],[91.41266319],[73.99695987],[74.22045713],[153.68741087],[40.06304555],[205.8218548],[119.5744777],[130.77434811],[102.83652736],[641.65916736],[116.04799523],[127.77758825],[73.14022867],[142.35413426],[73.49249926],[62.42227594],[37.70128876],[12.87968351],[53.85781635],[82.79925517],[32.82883128],[92.33715581],[380.47368546],[62.59265285],[118.58859538],[157.59502026],[142.63529268],[163.91210625],[107.18846561],[91.06972792],[76.64930232],[137.20885856],[136.72108341],[103.42654888],[52.3738237]
49,[38.39343965],[62.25196544],[116.95746777],[45.42199978],[100.4261527],[192.64825934],[78.80209019],[147.95947736],[44.59740724],[166.86916026],[278.83636851],[21.48278346],[59.38608257],[73.76017441],[115.53551402],[56.17348194],[48.65437667],[138.04333043],[175.21229921],[80.00815975],[78.63450408],[65.06161584],[59.63649091],[91.48057646],[74.50258047],[73.61040077],[152.16638303],[40.13027917],[200.36067625],[119.06404328],[129.91544081],[100.73853363],[638.24580532],[116.18371547],[128.02232535],[73.45730655],[141.52861603],[73.15351354],[61.2003517],[37.56311391],[12.9832709],[53.46918867],[84.38586252],[32.8334057],[92.44119168],[371.47845921],[62.31924886],[118.98749346],[160.17074343],[141.54052185],[161.64544493],[106.87277098],[91.2060678],[76.14160201],[136.34333194],[136.03149923],[102.77694857],[52.40854447]
50,[38.17119547],[62.16115658],[113.46726327],[46.19164001],[99.44538961],[191.35758566],[79.03853973],[147.2092902],[44.03278878],[166.11522973],[285.82397778],[21.52406164],[59.08614461],[73.31298756],[118.34946884],[56.72597303],[48.40333925],[137.15791808],[175.41435445],[79.90377725],[78.85723624],[64.82449518],[59.96751363],[90.86281271],[74.19786801],[73.27696182],[152.17269785],[40.08661061],[200.36008993],[118.3754149],[127.75415505],[102.00577296],[633.95525452],[115.59615239],[128.37821379],[73.13113058],[141.10191569],[72.49886599],[60.59875687],[37.2750811],[12.78742263],[53.53398233],[84.60088068],[32.8641193],[92.59461824],[371.4968114],[62.0280414],[119.45604974],[159.73002766],[141.87506286],[161.64289793],[106.01939428],[90.49388227],[76.53593181],[136.41242546],[137.94928122],[102.02349699],[52.98760051]
51,[38.27940871],[61.47560985],[113.83095973],[46.04590995],[98.58868125],[194.0913612],[78.77552712],[146.31930405],[44.0425],[166.21684849],[283.35912498],[21.47899968],[58.73587463],[72.68076961],[115.79392542],[58.46490195],[48.56771557],[137.07452905],[174.63040178],[79.76494149],[78.44710756],[64.72350397],[59.74611184],[91.52946595],[74.02030503],[73.6898099],[152.94745002],[40.06753674],[200.22816931],[119.59033591],[127.97721693],[99.83805458],[630.48647696],[115.43216294],[128.43470971],[73.42631015],[141.5456222],[71.67162383],[59.54595447],[37.50425656],[12.35190049],[53.09522642],[84.6582843],[32.36163128],[92.16623717],[364.80048465],[61.64338865],[119.32326913],[160.49156733],[140.92462706],[161.29391072],[107.01420403],[90.54298409],[72.59295725],[135.69778794],[137.76270114],[101.70404146],[53.13571523]
52,[38.26318562],[61.68752089],[111.75694158],[45.9856723],[98.2807594],[193.92856623],[77.81075655],[146.47058892],[44.12757564],[166.18201243],[282.64598303],[21.65178384],[58.73251681],[72.19168275],[117.75902452],[58.04033143],[47.81861697],[136.94267221],[173.24144452],[78.91815752],[78.35130193],[64.89442736],[59.14073466],[91.86311536],[73.18882548],[74.03220447],[152.53049541],[40.09948854],[203.10975532],[119.12155116],[126.86974263],[102.1613913],[638.00203819],[115.43543756],[126.91029322],[73.40508892],[140.38177675],[71.84364961],[59.70474755],[37.31756864],[12.32195278],[52.38143722],[84.17025279],[32.38067643],[91.90333757],[373.51604089],[61.67578799],[120.57725891],[159.58392145],[140.69751484],[161.84090447],[106.82227881],[90.31039901],[71.81072482],[135.83676769],[136.18291554],[101.52988656],[53.26359386]
