,Alaska_Air_Group_predictions,Allegion_predictions,American_Airlines_predictions,AMETEK_predictions,A_O_Smith_predictions,Arconic_predictions,Boeing_Company_predictions,C_H_Robinson_Worldwide_predictions,Caterpillar_predictions,Cintas_Corporation_predictions,Copart_predictions,CSX_predictions,Cummins_predictions,Deere_predictions,Delta_Air_Lines_predictions,Dover_predictions,Eaton_Corporation_predictions,Emerson_Electric_Company_predictions,Equifax_predictions,Expeditors_predictions,Fastenal_predictions,FedEx_predictions,Fluor_predictions,Fortune_Brands_Home_Security_predictions,General_Dynamics_predictions,General_Electric_predictions,Grainger_predictions,Harris_predictions,Huntington_Ingalls_Industries_predictions,Ingersoll_Rand_predictions,Jacobs_Engineering_Group_predictions,J_B_Hunt_Transport_predictions,Johnson_Controls_International_predictions,Kansas_City_Southern_predictions,L_3_Communications_Holdings_predictions,Lockheed_Martin_predictions,Masco_predictions,Nielsen_Holdings_predictions,Norfolk_Southern_predictions,Northrop_Grumman_predictions,PACCAR_predictions,Parker_Hannifin_predictions,Pentair_predictions,Quanta_Services_predictions,Raytheon_predictions,Republic_Services_predictions,Robert_Half_International_predictions,Rockwell_Automation_predictions,Rollins_predictions,Roper_Technologies_predictions,Snap_on_predictions,Southwest_Airlines_predictions,Stanley_Black_Decker_predictions,Textron_predictions,TransDigm_Group_predictions,Union_Pacific_predictions,United_Continental_Holdings_predictions,United_Parcel_Service_predictions,United_Rentals_predictions,United_Technologies_predictions,Verisk_Analytics_predictions,Waste_Management_predictions,Xylem_predictions
128,[86.40753892],[75.12882956],[43.29394753],[53.21438692],[49.55632431],[25.89033809],[175.61901789],[74.50410889],[92.99524352],[121.81020313],[31.40419751],[46.41124722],[144.70665064],[108.00572138],[44.04418618],[78.42689941],[73.3542612],[57.7817294],[134.97667168],[55.38491573],[45.5731849],[183.48412087],[50.14555985],[61.51386455],[186.98704757],[29.56681992],[221.4198547],[110.0384512],[202.87032583],[81.83686106],[52.84371455],[89.07062553],[40.59030013],[88.00969125],[166.33522568],[268.17049185],[33.11992418],[41.06098611],[111.66745953],[240.21708827],[64.71178704],[153.22927853],[62.10649121],[34.17385717],[151.848916],[62.24835161],[44.45868093],[148.56733077],[36.18739226],[205.12815596],[161.30208526],[54.33881774],[130.68850845],[46.55204798],[233.45781132],[104.75513239],[69.12204027],[103.70500029],[119.34308018],[112.11636537],[79.12567305],[72.04726466],[48.87053099]
129,[86.98382353],[76.26764501],[44.25549928],[53.94232066],[50.41357014],[26.81260848],[179.53486186],[75.70202577],[94.06236],[122.96679462],[28.01462268],[47.18603593],[146.93208514],[108.93133388],[44.3845574],[79.86440758],[74.27017507],[58.37462719],[137.34332451],[56.01575965],[45.74688687],[185.4822136],[50.74344111],[61.91181168],[188.79699739],[29.64816162],[223.17417204],[110.27348337],[200.63118571],[82.17910585],[53.40141574],[89.05039132],[41.07958794],[89.86926691],[166.58082978],[269.94346078],[33.49790968],[41.2320238],[113.28726597],[243.08197468],[65.42871196],[155.64821355],[63.34826523],[34.84217215],[153.24236976],[62.74444597],[44.78480316],[150.62359181],[36.82020604],[207.44924003],[163.33412924],[54.77769534],[131.21125046],[46.80583552],[238.9358383],[105.90382882],[70.92374769],[104.92040205],[120.70315325],[113.21301742],[80.13706306],[72.47495255],[49.38337674]
130,[86.46599472],[75.99256868],[43.83301091],[53.99324886],[50.30263612],[25.84249229],[177.49570196],[75.35702145],[94.4956377],[122.47986861],[27.90471182],[46.69781889],[145.30494685],[108.49126364],[44.45266737],[80.25936639],[74.58202821],[58.52694615],[137.27947332],[55.93061528],[44.40130786],[183.78905406],[50.83464594],[62.09131247],[187.65426797],[29.84290841],[196.71962922],[109.59186212],[199.34990497],[81.97581419],[53.70879201],[88.94932851],[41.38230337],[89.40246492],[166.20384074],[268.93967226],[33.37615877],[41.21594248],[112.81539155],[243.56125853],[64.31315163],[156.46080773],[62.93449199],[34.96291745],[152.87892182],[62.92575405],[44.94890624],[149.97534104],[37.02076418],[207.14527243],[163.70725582],[54.44383614],[131.26918806],[47.33810672],[236.55260938],[106.12899392],[67.77220706],[104.15028303],[119.84966575],[113.59926067],[80.64019377],[72.46601948],[49.1791662]
131,[87.22006938],[76.88335267],[44.42733836],[53.92484845],[50.34943564],[25.87762409],[178.65855699],[75.39027463],[93.54743045],[122.73841477],[29.95867048],[46.91973038],[144.74844301],[108.28568366],[45.05858871],[79.27519933],[73.71369676],[58.27451372],[136.35496852],[55.73240992],[45.49868569],[183.58553909],[50.74314796],[62.17908913],[187.92725527],[30.00976673],[195.27785158],[109.46779254],[200.21783096],[81.92847205],[53.99870228],[88.94651814],[41.27678158],[88.99261621],[166.61154657],[269.91413364],[33.73439951],[41.75404551],[112.65547408],[243.8820804],[64.67783705],[155.11274443],[62.20551711],[35.10596269],[153.06111688],[63.07354972],[45.18104039],[149.84024435],[37.37581657],[206.60061692],[164.1469781],[54.65509287],[131.29829055],[46.12455777],[237.63486962],[106.68545545],[69.28147774],[104.45416906],[119.83950215],[112.99943838],[80.72651198],[72.72921418],[49.32839468]
132,[88.21583814],[77.70553761],[45.31468797],[54.74494939],[50.97214325],[26.22223544],[179.51792762],[76.38162497],[94.65253329],[123.14642334],[30.22894219],[49.40986464],[146.05521341],[108.8893341],[45.91960453],[79.57238729],[73.94843078],[59.1582678],[137.40234399],[56.16949008],[45.37489778],[186.47305661],[50.48156657],[62.3223924],[188.0029404],[30.28056962],[195.95449581],[109.99393519],[200.43551188],[82.77527361],[53.6781083],[89.81637513],[41.70099769],[90.56899135],[168.1555566],[271.91061013],[33.94254599],[41.09710514],[115.93070031],[244.80027768],[65.89722292],[156.90805653],[62.78619903],[35.24715729],[154.01949563],[63.03850438],[45.88807215],[153.68947457],[37.94691533],[208.75863503],[173.03803233],[56.016791],[132.72527997],[45.91661223],[239.66507847],[107.79576692],[69.94629453],[105.54575369],[113.24817393],[113.90485633],[81.35918475],[72.87202776],[50.1725252]
133,[89.1083313],[78.00386011],[45.1834077],[54.78759697],[51.38743924],[26.02255552],[180.24807811],[76.52867172],[94.35655208],[123.21300849],[30.23696338],[50.7844967],[145.57893432],[107.50368012],[45.54097282],[79.30290956],[73.8004154],[58.9839309],[137.32305869],[56.51223609],[45.8735953],[185.46080536],[50.50748122],[62.81773655],[189.22286008],[29.52260619],[195.74060833],[110.27725755],[199.98089295],[83.07857416],[53.48302443],[91.01831277],[42.03984117],[87.79873442],[168.07671915],[273.30321603],[34.34023498],[41.03761666],[116.27179865],[246.46997607],[65.72650022],[156.44111348],[62.50330881],[34.97669028],[154.02895436],[63.37901681],[47.15675625],[153.55286677],[37.74938107],[209.94052159],[175.84300092],[55.67873795],[137.4365055],[46.58981861],[240.36584747],[108.19738614],[69.61350266],[105.78070701],[111.4065932],[114.92243608],[81.65669995],[73.41136101],[50.69099415]
134,[90.63945706],[78.19206879],[46.51357266],[56.62385172],[51.98752817],[26.10282865],[182.27578323],[77.5722567],[96.7747212],[125.39705277],[30.66661596],[50.26172498],[149.19674569],[110.35933864],[46.82389361],[80.66284177],[75.6127889],[59.89945514],[139.4921985],[57.20640263],[45.32091237],[188.60220846],[51.46402506],[63.657883],[191.92354479],[29.57691595],[191.11806808],[111.77910916],[203.94010937],[84.29099785],[54.68810802],[92.46623515],[42.87744258],[89.83630652],[170.12578014],[276.4907807],[35.0360736],[41.55352788],[117.07922971],[249.27532252],[67.68455876],[160.69656545],[63.31593822],[35.88739585],[156.09992707],[64.00780069],[47.62514895],[156.95657409],[38.2298563],[213.56731524],[175.74564475],[56.54680863],[137.49590852],[46.97880497],[248.30779647],[109.25046327],[70.96086936],[106.96785112],[113.45159019],[116.44268918],[82.68782434],[74.12259426],[51.48742137]
135,[91.42489231],[78.78199076],[46.67803264],[56.94129939],[52.73705122],[27.02375619],[183.5876816],[77.62872254],[104.60425915],[125.22097313],[30.86826959],[50.98255976],[151.777755],[113.21553184],[46.78965963],[81.24215854],[76.52192255],[61.1927094],[139.40640964],[57.27340707],[45.73812441],[189.09779986],[52.06769668],[64.92326423],[193.24640722],[29.43450947],[193.33612943],[111.26167541],[205.41431255],[85.74248699],[55.16152611],[92.19342221],[43.19904723],[90.20008187],[170.66126789],[270.06782105],[36.88859648],[39.9750031],[116.79107087],[248.79165409],[65.69994692],[165.43814179],[64.73482803],[35.9988816],[156.05792991],[63.94787978],[47.2798195],[159.82277682],[38.10450111],[216.37971012],[174.05493086],[57.15004952],[136.90515031],[47.10396296],[248.02062141],[110.37589647],[71.02729421],[107.35974283],[113.30105726],[116.84334753],[82.94173965],[74.28244394],[51.84504607]
136,[88.42290597],[79.82616362],[46.38785215],[57.13791833],[52.97255208],[27.54083902],[181.48345925],[72.93831551],[104.94478837],[124.40327833],[30.98143861],[50.84020754],[151.99558831],[112.36634927],[46.38345782],[80.95989453],[76.81262565],[61.23661438],[138.6662695],[56.75787476],[45.77903177],[189.71565074],[52.25434853],[65.6250571],[195.05705752],[29.26356812],[194.14106954],[111.24585943],[203.34670093],[88.85636393],[55.4758868],[90.73606206],[43.00721085],[86.67337148],[171.82720798],[270.53256091],[37.4752055],[39.55317687],[117.76769553],[248.13438803],[65.31669024],[164.9238127],[64.91381542],[36.27362427],[155.45344293],[63.30350106],[47.0482552],[159.88711477],[37.98026879],[215.65680154],[169.41393233],[56.96912618],[135.90327712],[47.15607441],[250.68801602],[110.09882129],[71.32405646],[107.59009937],[113.80539758],[118.24091298],[83.16666681],[72.45171781],[51.53357033]
137,[85.1911262],[80.66598581],[43.83603474],[57.1916174],[54.41206789],[27.14257822],[183.46930134],[72.93410547],[102.54539482],[124.02191791],[31.17855839],[51.25691777],[150.82114854],[111.07307651],[45.78710993],[79.50165576],[76.34496132],[60.73226589],[136.01084681],[56.74925578],[45.4037642],[191.72371773],[52.21660691],[64.25610742],[195.00329079],[29.10779248],[193.07774705],[113.42377787],[201.84542548],[89.41842985],[55.75184632],[91.01893844],[42.13764946],[90.07721467],[174.02042455],[270.88854078],[37.29327115],[40.16965965],[118.81713883],[248.3301044],[66.38634788],[161.52548945],[64.56621753],[36.1503833],[156.35935265],[63.33929732],[46.65763524],[159.09429669],[39.23107113],[217.62125392],[169.93327824],[55.83607797],[137.21408092],[47.07879259],[250.36147148],[113.45045961],[70.68912151],[108.81917769],[109.55448978],[118.72603618],[83.15969268],[72.86049975],[51.62317509]
138,[85.19996084],[78.54937217],[42.45331272],[57.14802021],[53.86728528],[27.25926059],[184.90661483],[72.76367825],[102.01655476],[122.61301914],[30.90418538],[50.91103011],[150.55223665],[111.60452046],[45.50903868],[78.80433727],[75.51429155],[60.08060451],[135.50445861],[56.20487389],[44.66082649],[189.84400513],[51.19155509],[63.68166168],[194.00904122],[28.99589093],[192.54623823],[111.83833488],[200.61948733],[88.82904367],[54.81951786],[89.59580292],[41.53190829],[89.81001573],[172.12931333],[269.8042893],[37.06346543],[41.0753057],[117.44175531],[246.20516645],[66.72651964],[160.12410085],[64.37152383],[35.41620845],[155.20475909],[63.08335527],[46.07920307],[157.10943816],[38.78183713],[219.00166837],[167.5275986],[56.23177403],[136.29946491],[46.68173906],[246.73036824],[111.84833727],[70.24499918],[107.43521285],[109.65148964],[119.04698621],[82.8292364],[72.7676334],[51.43871426]
139,[84.41554766],[77.67587343],[42.07005018],[57.59457981],[53.70085116],[27.28678823],[182.00872204],[72.89932644],[101.83431456],[121.71202472],[30.62704188],[51.50368574],[151.18935036],[111.96802811],[45.42867889],[78.61303882],[76.10764808],[60.30809272],[135.28268119],[56.04136685],[44.51816525],[188.2356704],[51.12411405],[63.31908841],[193.21920901],[28.94727301],[189.14585234],[109.83485635],[199.67112702],[88.68445057],[54.41441121],[88.57642911],[41.53595729],[89.68508109],[169.85937942],[268.68688497],[36.71946258],[40.54795573],[117.79290865],[244.48793163],[66.24158085],[158.83201025],[64.21144935],[35.58813635],[154.30989027],[63.31926874],[46.44914401],[156.54703254],[39.21650607],[217.14419418],[167.9259968],[56.29510463],[136.2891239],[46.1469017],[249.77033882],[111.60644169],[70.33108889],[106.47951788],[108.77259278],[118.87123146],[82.80799244],[73.00919821],[51.34834996]
140,[86.38005665],[77.72337215],[44.05878607],[59.02199449],[53.18099512],[27.15963402],[183.84360422],[72.82539306],[101.54551591],[121.85665288],[30.64416872],[51.53313592],[160.51468259],[110.93332941],[47.82405737],[77.9589601],[77.13877389],[59.13010155],[136.92993363],[54.24626252],[45.08716444],[188.94669128],[51.77382104],[63.76699069],[194.15953925],[29.00151054],[190.67096326],[109.66750081],[200.89359498],[89.2302383],[55.11263568],[89.66599408],[41.51247471],[89.81944233],[169.14956226],[269.52910594],[36.74684272],[40.2852983],[118.25380291],[245.36176982],[67.99667786],[159.5890318],[64.73015503],[35.52422395],[156.19477985],[63.37681048],[47.35140128],[156.1058366],[39.08789229],[217.20886205],[169.14865031],[58.34036493],[136.95466004],[45.75212054],[250.90144042],[111.02208141],[74.09452837],[106.91339258],[108.66808142],[119.30395173],[82.11927147],[72.86844096],[50.4642863]
141,[86.38673864],[77.5167364],[44.07244945],[59.90109625],[54.07751411],[26.80296973],[183.35179642],[72.80144798],[101.60402552],[121.01201337],[30.26811766],[51.5508933],[158.59146467],[110.87598319],[48.28968553],[77.49739763],[76.42966494],[59.29617096],[136.14797479],[54.11076495],[45.27312473],[190.01517866],[51.53809782],[63.27297527],[194.34062403],[29.24083614],[191.98217658],[109.13039302],[201.40244566],[89.14040722],[54.56118816],[89.27998927],[41.63978278],[89.61312445],[168.4040354],[269.75118898],[36.65477177],[40.14681405],[117.1614525],[245.8566421],[67.28653158],[159.91418953],[65.4989495],[35.09275557],[156.74370168],[63.07692236],[46.85758926],[154.7806947],[39.05827221],[217.00750904],[167.72974378],[58.27099977],[136.42595101],[46.21206568],[248.09021799],[110.86373352],[74.25569936],[107.40102591],[107.83882257],[120.30227774],[76.5977161],[72.92784071],[49.96404667]
142,[85.53618064],[77.35252823],[43.90432321],[60.41999583],[54.78595401],[26.6437876],[182.95186653],[72.59384762],[99.40390154],[121.97421708],[30.49458854],[51.74844205],[156.08562143],[112.11582405],[48.58906749],[77.10361165],[75.79406513],[58.11532394],[137.01290381],[54.58755668],[45.54797246],[191.31597989],[50.61287078],[63.3542809],[194.72644226],[29.1951184],[187.30492896],[109.9863364],[188.16247559],[89.90094351],[54.81539378],[88.5874946],[41.49508734],[90.03477009],[168.01024042],[270.77767898],[36.80634081],[39.88143779],[116.93282629],[246.06902489],[66.90642718],[160.05644476],[65.26839598],[35.01786913],[158.00647413],[63.10933577],[46.76792174],[155.08735802],[39.63448364],[218.30543921],[169.93643479],[58.38542968],[138.27003947],[46.28218357],[249.95821524],[110.24760576],[74.7801321],[107.08048436],[107.3813305],[121.04476332],[78.2949336],[72.97775204],[51.40381828]
143,[85.25786223],[77.5066034],[44.54567],[60.14095056],[55.32960134],[27.37535102],[185.4044025],[73.34561927],[99.60340429],[123.00080983],[30.65386562],[52.48379752],[154.82058899],[113.12369239],[48.75284172],[78.79764966],[76.75091365],[59.03560848],[138.92440308],[54.48586902],[45.64761895],[192.51565503],[48.14463751],[63.49254139],[195.99162582],[29.2267412],[189.19080961],[110.75876618],[194.88950888],[90.04472008],[54.6545057],[88.73611016],[41.94989016],[91.5635969],[168.98440533],[273.17932556],[36.93930036],[40.23202249],[117.05145966],[248.96820767],[67.02499003],[159.23429601],[66.4379004],[34.52537239],[159.43129586],[63.26706517],[46.91981114],[156.48169661],[40.0060315],[220.74365303],[170.50481021],[58.4805288],[138.566228],[46.6493822],[254.89502982],[110.65276632],[75.24159184],[107.42799384],[109.0149643],[121.40274507],[79.96150699],[73.40501169],[52.33050771]
144,[83.65226238],[76.82336193],[44.98673063],[59.89535592],[54.80669444],[27.14536099],[186.00272104],[71.50819975],[99.42862948],[121.15093071],[30.48829959],[51.90120843],[156.10327705],[112.59952297],[48.60648703],[78.87366985],[76.85986664],[58.64322138],[137.01283649],[53.69845291],[45.79844574],[191.21321637],[47.82032818],[63.474963],[196.46006563],[29.0624348],[188.87421326],[107.98726024],[195.42659835],[89.44168753],[54.67477342],[87.84147083],[42.04577946],[91.83718618],[166.27192681],[272.66289876],[36.94591313],[40.4501088],[115.72220035],[249.40410603],[66.32055874],[159.25353391],[66.00724851],[34.45344094],[159.62309806],[63.22712817],[47.28536725],[156.27865265],[39.57382853],[221.02851403],[170.80304449],[57.48566748],[138.79068164],[46.70751177],[255.34589905],[109.93919867],[75.02572349],[107.51984588],[111.74893922],[121.06375679],[79.26277419],[73.30253832],[52.29751281]
145,[84.27925612],[77.01139998],[47.23548015],[60.27749129],[54.85368077],[27.20450357],[186.97804183],[70.96450946],[99.32300442],[121.57231266],[30.39769956],[51.84514534],[158.00129906],[113.60412539],[49.60039547],[79.35640717],[76.84158829],[58.93353619],[135.85545697],[53.39922245],[45.48286426],[190.78979006],[48.50628551],[63.51455949],[196.75873899],[28.92736864],[187.74326027],[108.68324374],[197.44540741],[89.36478899],[56.0104617],[87.6114485],[41.98476398],[92.27177617],[167.5726143],[274.10331717],[36.97064674],[40.76924629],[116.77887527],[249.6778927],[66.37240924],[159.27838101],[67.7114294],[34.54101125],[160.18199896],[63.05562883],[47.92052886],[157.18599194],[39.85547373],[221.89521708],[170.59689589],[58.31116174],[138.79610441],[47.07631697],[242.5449852],[109.90568469],[78.62974933],[106.49407289],[111.8164174],[121.45528069],[79.12496814],[72.83017063],[51.8859019]
146,[83.11847119],[76.87064607],[47.39773951],[59.9389317],[54.36115743],[27.31522676],[182.91964669],[70.20122314],[100.42861339],[121.46007708],[30.1681593],[51.7541006],[159.33282197],[113.50544719],[50.0019114],[79.89153739],[76.98442522],[58.89177973],[136.03123147],[53.22609537],[45.48812115],[189.74667527],[48.32995079],[63.65333819],[194.44873071],[28.7008265],[187.69168447],[108.91260754],[196.54598672],[88.47457212],[54.54355195],[86.65945351],[42.39395597],[90.73829523],[168.61437672],[271.73595532],[36.77680675],[40.20660397],[116.93794859],[248.09854225],[66.02367597],[159.25786365],[65.87295765],[33.71999773],[159.27677949],[63.58683472],[48.39028134],[157.53901159],[40.14916349],[222.76142849],[170.69107397],[58.41492891],[139.03236058],[46.90291455],[244.75689232],[109.24644504],[78.62343085],[105.06295434],[114.41900111],[120.97123438],[78.70973012],[73.10946196],[51.09015671]
147,[83.71210293],[77.40296697],[46.45476715],[59.8982195],[54.14408763],[27.21102017],[184.17146878],[69.94605443],[101.03945839],[122.57264143],[29.90813302],[52.12221856],[158.78717886],[113.43241281],[49.68677411],[79.81568069],[77.04514188],[58.12318443],[135.83202811],[53.30817189],[44.95826376],[190.87793384],[47.82015731],[63.12010129],[195.16468573],[28.88389152],[187.63772468],[108.9219396],[195.47997209],[88.44457899],[54.50272504],[86.0375826],[41.92571479],[90.87917451],[168.11039864],[272.27034659],[36.66621081],[40.66713905],[116.73282018],[247.58668272],[64.46803911],[159.06541652],[64.88383013],[33.63893608],[159.07098917],[63.42597681],[47.51864548],[156.90370653],[40.43647866],[223.04788994],[171.36507384],[58.13512087],[138.19048413],[48.51206037],[243.22173926],[110.04030106],[77.24140334],[104.13272638],[114.3992432],[121.34016488],[78.36359487],[72.60010979],[50.88141452]
148,[83.48576983],[76.68955426],[45.74024408],[59.4486765],[53.52751124],[27.72116895],[183.20122045],[69.46705063],[100.7307102],[122.4058573],[29.87746137],[52.17579038],[156.88691207],[113.13874532],[49.02365657],[79.50174514],[76.68545186],[57.36200514],[135.23950108],[53.10363018],[44.75929931],[191.74221161],[46.57364563],[62.58983931],[195.56279295],[28.25620049],[184.43545553],[107.81806168],[194.1229873],[88.00722799],[52.58662402],[85.85391453],[41.99597522],[91.13715179],[165.5263478],[271.26491745],[36.4762079],[40.34459659],[117.04830109],[247.55166052],[63.49965432],[156.67225581],[64.6224849],[32.54295975],[158.56760222],[62.76962215],[47.23726358],[155.70556627],[40.60814658],[221.63761917],[170.09315537],[57.30712258],[137.10132789],[48.14245042],[244.37174983],[110.37762914],[76.33750986],[104.16971742],[112.15543131],[120.77317574],[78.14183351],[72.00881259],[50.97469381]
