,American_Tower_Corp_predictions,Alexandria_Real_Estate_Equities_predictions,Apartment_Investment_Management_predictions,AvalonBay_Communities_predictions,Boston_Properties_predictions,Crown_Castle_International_predictions,Digital_Realty_Trust_predictions,Duke_Realty_predictions,Equinix_predictions,Equity_Residential_predictions,Essex_Property_Trust_predictions,Extra_Space_Storage_predictions,Federal_Realty_Investment_Trust_predictions,HCP_predictions,Host_Hotels_Resorts_predictions,Iron_Mountain_predictions,Kimco_Realty_predictions,Macerich_predictions,Mid_America_Apartments_predictions,Prologis_predictions,Public_Storage_predictions,Realty_Income_Corporation_predictions,Regency_Centers_Corporation_predictions,SBA_Communications_predictions,Simon_Property_Group_predictions,SL_Green_Realty_predictions,UDR_predictions,Ventas_predictions,Vornado_Realty_Trust_predictions,Weyerhaeuser_predictions
305,[142.82631524],[130.63846912],[43.72822572],[178.48598317],[130.01057768],[111.06184696],[113.87921297],[27.2145338],[453.02159515],[63.80231491],[241.49233352],[87.49143184],[132.80825316],[26.08070093],[19.84197011],[37.72319975],[18.13673531],[65.66687877],[100.60105824],[64.55162015],[209.07341697],[57.06061464],[69.17513971],[163.52903537],[171.76441926],[100.96508113],[38.51951589],[60.00215217],[78.16487169],[35.2692269]
306,[141.15974806],[129.97223173],[43.4515758],[177.36458498],[129.25171501],[108.94507225],[112.69392008],[26.88944224],[446.92631634],[63.566391],[240.23366339],[85.61290201],[133.76145953],[25.89529789],[19.96156927],[37.62558078],[18.11843074],[66.65475017],[99.60260808],[64.0520215],[206.29251315],[56.64041665],[69.56249626],[160.56733266],[172.47295024],[100.65254612],[38.08152511],[59.7850249],[77.33433071],[35.31044752]
307,[141.5948981],[129.44780642],[43.52874524],[177.81883501],[129.38854385],[108.38089098],[113.75016928],[26.82454364],[449.41785032],[63.87111719],[242.59355079],[85.86861133],[133.26376325],[25.8890415],[19.86942593],[37.10827723],[17.98718669],[65.58188384],[99.50950978],[63.94997094],[206.90895058],[56.49950393],[69.04180803],[162.50860156],[171.68535084],[100.96561011],[38.36089906],[60.13993819],[77.08004614],[35.62944151]
308,[139.90611558],[126.72132904],[42.80622953],[174.88097512],[126.44192661],[107.16061887],[112.27463176],[26.30631795],[448.55498663],[62.79733061],[238.91441808],[84.18909542],[128.75987295],[25.17775263],[19.82698298],[36.90789284],[17.67938561],[64.00468033],[96.50521681],[62.66435034],[202.99818623],[55.21676167],[66.82322973],[161.88736077],[166.71533762],[98.85437843],[37.58183304],[58.58030509],[74.840973],[35.30586249]
309,[140.5300977],[127.12487494],[42.5757898],[174.30387933],[128.02291757],[108.22742853],[113.23135015],[26.48996227],[449.94727192],[62.75154462],[239.43855664],[83.98671338],[128.46271406],[24.96681207],[19.85477223],[36.80056656],[17.70456905],[64.89995861],[96.12542068],[62.66116108],[202.01058945],[55.24362594],[66.81765695],[163.07089741],[168.16766279],[99.87901882],[37.5568045],[58.39136519],[75.39093526],[35.28670808]
310,[141.99856888],[127.34535331],[42.92994809],[174.49909057],[126.80238515],[108.4205661],[114.10643085],[26.49443352],[458.71982081],[63.13658075],[238.32228883],[85.16268342],[129.8662639],[24.99757317],[20.41956892],[37.04332287],[17.79265528],[65.12962329],[96.5180756],[63.28129051],[203.60043797],[55.25111311],[67.31593161],[162.90768958],[169.36616149],[99.36000773],[37.63178602],[58.41439261],[74.58630745],[35.50493462]
311,[141.3839969],[126.47775877],[41.96410335],[173.19753868],[125.54984269],[107.77514628],[112.69766364],[26.24344133],[455.7819997],[62.38893965],[236.43594788],[83.11796237],[125.76306705],[24.41802202],[20.41438925],[36.84578957],[17.2257142],[63.49097383],[95.00443626],[62.66500413],[201.10813072],[54.2272121],[65.99177599],[163.66876815],[165.64177645],[98.69042936],[36.97515494],[57.62761536],[73.77407198],[35.24019188]
312,[137.52836381],[125.19788921],[41.45829161],[171.13465312],[124.66104062],[104.75806211],[109.62645333],[25.86479926],[442.78765617],[61.51504967],[232.364521],[82.38954137],[124.01890288],[24.30834863],[20.64213991],[36.56260369],[17.14487667],[63.15466165],[93.88491901],[61.47668796],[195.97491434],[52.98130968],[65.42308978],[160.89672455],[164.83913651],[95.98370967],[36.46518523],[56.74991309],[72.6472299],[34.82851491]
313,[134.92113848],[125.15662414],[40.9448921],[169.89564194],[123.99712291],[103.60147355],[108.05168769],[25.64316891],[436.116782],[61.06880234],[232.55830005],[82.08899069],[123.08564467],[24.1135205],[20.54048731],[36.58503466],[16.98424659],[63.06155737],[91.99654822],[61.71952283],[196.21454154],[53.29171352],[64.3374794],[157.38335132],[164.94074263],[95.76990539],[36.11198383],[56.20538804],[72.8473554],[34.99744731]
314,[133.2408363],[125.24091263],[40.64155337],[168.37844599],[122.43768667],[103.66914305],[105.91602264],[25.73553664],[437.32230431],[60.52975301],[227.31352269],[82.37611242],[123.07183181],[23.56003233],[20.36461401],[36.21308179],[16.76776026],[62.90596242],[91.27944237],[61.87730326],[193.47261204],[52.67990879],[64.1318996],[155.83122547],[165.59389554],[95.45714416],[35.73530275],[54.75571983],[71.93850248],[35.25013283]
315,[135.8404009],[124.99760906],[40.73452668],[169.03145581],[121.66294737],[105.59746581],[107.82937131],[25.81855635],[449.58347383],[60.70613628],[227.59726444],[82.7653754],[122.06556496],[23.69067572],[20.32648099],[36.23788452],[16.56129347],[61.55359814],[92.23790533],[62.15874558],[193.84516306],[52.9545804],[63.68052657],[160.12789352],[164.95724039],[95.00421704],[36.10674197],[54.47395507],[71.21795276],[34.74308684]
316,[136.87483593],[125.54133561],[40.99179988],[169.94303092],[122.62569187],[106.13893162],[107.02583379],[26.04539354],[442.17063509],[60.83487187],[227.43630226],[83.5367163],[122.8208013],[23.689033],[20.97631043],[36.33564445],[16.59644241],[63.13639951],[92.93938504],[62.82224333],[195.71157159],[53.1941151],[64.27072374],[161.97455616],[167.33730042],[94.99088728],[36.09714665],[54.88587463],[71.25783007],[35.2608082]
317,[135.21856804],[125.42148572],[40.57264835],[167.94908106],[121.25120877],[106.08502459],[107.18514814],[25.37307886],[437.3287907],[60.44690272],[224.69955561],[82.72510611],[122.04534128],[23.26783519],[20.45652877],[35.30118994],[16.46786864],[62.79087805],[91.52151341],[61.4264887],[193.18437877],[52.75976027],[63.64710665],[161.83772523],[164.3264205],[94.09679578],[35.90704261],[54.23938333],[71.32925115],[35.28000483]
318,[137.19174622],[126.04061514],[40.61302767],[168.67772604],[122.01671626],[107.26848324],[107.24862809],[25.66171825],[438.61877711],[60.48088592],[223.6360368],[83.73428542],[122.69749531],[23.39991413],[20.73063896],[35.50030274],[16.42179421],[63.80376463],[92.56774077],[61.90720436],[193.63925652],[53.16380953],[63.82990194],[165.6944875],[164.25284855],[93.90850462],[35.98584355],[54.418698],[71.77264508],[35.83584688]
319,[139.46307586],[127.37150249],[41.44247948],[170.11324182],[123.47245515],[108.41521084],[109.44793228],[25.99987234],[436.46202106],[61.17794391],[226.63664416],[85.21134158],[124.26500293],[23.65779343],[20.79493226],[35.79512869],[16.57835113],[66.10717914],[93.31558952],[63.06800294],[193.78107374],[53.8917277],[64.29704628],[167.76498119],[166.07550568],[95.95004647],[36.35991217],[54.45577347],[73.07235597],[36.00570851]
320,[141.36900346],[127.76299042],[42.40306506],[172.58370538],[124.18547871],[110.45376501],[111.1148764],[26.22320853],[442.67872018],[61.73821479],[231.77964062],[86.9712784],[124.76657672],[24.34629195],[21.34033142],[36.35412243],[16.59536502],[68.87750052],[95.12031354],[64.97638203],[198.34722224],[54.60008526],[64.61954358],[168.35000744],[166.43164724],[97.17903234],[37.02852792],[56.01511474],[73.48705712],[36.65716533]
321,[141.57287287],[126.62182997],[42.07258501],[171.91385745],[123.15939896],[109.57746915],[110.83530536],[26.00333303],[441.5384999],[61.39147597],[231.55343247],[85.54552271],[123.27236008],[24.19255657],[21.2474242],[35.8069794],[16.33548817],[67.24969889],[94.65304325],[64.33230414],[194.735363],[53.98387853],[64.32280725],[168.80891793],[165.99946234],[96.96215358],[36.8200985],[55.78387497],[72.75656395],[37.65494797]
322,[142.97688433],[127.00393281],[42.28196358],[170.28685985],[122.63902793],[108.51170407],[111.40990049],[26.0190131],[439.07573909],[61.22684781],[231.31436238],[85.01730813],[123.17188106],[24.41302582],[21.1570512],[35.83155239],[16.18585099],[65.1444497],[94.5319191],[64.29519617],[192.62969532],[54.51384074],[64.13051343],[170.26977636],[164.23590348],[96.45521264],[36.74312667],[56.49094834],[72.1993995],[37.76024895]
323,[145.1429582],[126.54763578],[42.09981897],[170.1703197],[123.00994051],[110.59868937],[111.59887681],[26.107745],[441.95163708],[61.57834107],[230.04678747],[84.08586583],[122.38690892],[24.21360799],[21.240388],[35.75149308],[15.97127154],[66.61224169],[94.54270584],[64.45277937],[192.89332656],[54.20954944],[63.15295564],[172.40672593],[163.80176194],[97.9859063],[36.51321932],[55.89196566],[71.54865451],[37.91160382]
324,[144.55022187],[124.59794261],[41.44124028],[168.42095468],[121.3982856],[110.07336219],[107.37175703],[25.79807783],[435.36562452],[61.23933915],[227.95156122],[82.7965043],[121.28096764],[23.99835328],[20.95404425],[34.06715455],[15.92988792],[65.7419312],[93.23483091],[63.48660336],[192.62268298],[53.06028304],[62.60504549],[169.56879855],[162.99385593],[98.51945256],[36.069799],[55.64640849],[71.14135016],[37.03667497]
325,[145.04543999],[125.7962035],[40.94329054],[166.97641792],[119.4821512],[110.03621904],[106.78476237],[25.70982066],[440.09372312],[60.60847522],[226.86447052],[82.90777826],[119.55228208],[23.51231872],[20.84174436],[33.94077052],[15.59736296],[64.30167245],[92.95722386],[62.98659337],[193.65453201],[52.42926375],[61.83339461],[169.57965781],[162.65576219],[98.20131139],[35.92215239],[54.62631461],[70.20585242],[36.77105368]
326,[147.68686309],[129.88147287],[41.91455051],[170.28100406],[123.84551931],[112.7111435],[112.06788029],[26.44275353],[455.75642857],[61.62059575],[232.94788986],[83.5144477],[120.84854838],[24.12210102],[20.7671275],[34.99865219],[15.91922822],[64.76880051],[95.48708608],[65.1401974],[195.82320592],[53.23355427],[62.97183328],[174.57448648],[163.32739584],[100.50557071],[36.54635978],[56.05801262],[71.6151616],[37.55243605]
327,[147.41931363],[125.23804184],[40.76697482],[164.58841555],[119.23082542],[113.33767749],[107.93636137],[26.99046225],[443.81016918],[60.36140851],[227.37252832],[82.08876541],[117.78361803],[23.48792093],[20.58016698],[34.61119733],[15.34494659],[62.53688903],[91.70008743],[63.6255045],[190.81974719],[51.49940529],[60.68277962],[175.1248314],[159.7459006],[99.54103747],[35.33836145],[54.21632515],[70.52924736],[37.11969917]
328,[145.13441716],[124.1967041],[40.56754773],[163.92473252],[119.47896962],[112.03623353],[108.24813915],[26.76050478],[437.24248693],[60.02094256],[225.42743592],[81.8488275],[115.79114697],[23.8829417],[20.09714602],[33.73430323],[14.88823552],[61.49170903],[91.68631424],[63.97737693],[190.43070903],[51.26785113],[60.22681717],[173.22647983],[156.58424332],[98.10918487],[35.25836802],[54.38795872],[70.32896763],[35.65432953]
329,[141.97087865],[119.69385574],[39.63922638],[159.47882233],[114.72020621],[110.27852158],[104.02431202],[25.56401214],[432.50923791],[58.18001811],[218.3780473],[79.68638166],[112.45024305],[23.15088702],[19.33791738],[32.73956112],[14.63743706],[59.71352959],[88.82598333],[61.20280672],[184.78785301],[49.97059768],[58.21327855],[168.34328837],[155.20868221],[93.55742292],[34.20411359],[52.7789322],[67.61007876],[34.7575599]
330,[140.36841109],[119.02693026],[39.65367495],[160.10044358],[115.602159],[108.56796836],[104.98052557],[25.57466439],[432.09102184],[57.89242074],[218.93479798],[79.80511467],[112.40488332],[23.4845654],[19.47287315],[33.07272843],[14.65503662],[59.61797721],[89.16843176],[61.0525812],[185.60595939],[50.13017163],[57.86419509],[166.07413623],[156.08673312],[93.53819899],[34.34937446],[53.27225976],[67.72970302],[34.60946832]
331,[140.16980981],[118.89561992],[39.20953032],[158.54221003],[115.47357724],[108.84661862],[104.17884875],[25.41954678],[427.37298328],[56.94781888],[217.92249168],[80.37578894],[111.30282717],[23.33438717],[19.47366929],[33.15894518],[14.53221345],[60.1797066],[87.91341632],[60.0391589],[185.25831589],[48.7766137],[57.52128194],[166.68026482],[154.8183049],[92.83788467],[33.83775761],[52.80992584],[67.28331634],[34.45679871]
332,[133.82322359],[114.66030949],[38.17935451],[155.06890583],[112.29493296],[103.81538514],[99.18194642],[24.51784138],[410.91452592],[55.37181102],[218.20952863],[77.53064454],[108.2341105],[22.55619374],[18.71517405],[32.07994931],[14.01695961],[58.25984553],[85.28567608],[58.44251091],[180.37412443],[47.50262296],[55.60130136],[159.90447941],[152.13666918],[90.59797794],[32.96069512],[50.81158086],[66.2222086],[33.53555201]
333,[135.66350552],[118.01348892],[39.40859127],[159.28908346],[115.30512409],[103.76481886],[102.43865288],[25.42415615],[427.33348249],[56.66103528],[227.71741167],[80.52102659],[109.89090239],[23.23298888],[19.55888193],[33.13750697],[14.17978376],[60.632117],[87.73561956],[60.3010854],[187.36977712],[48.90211509],[56.73734083],[159.62098952],[157.06609773],[92.04696096],[33.8035033],[51.60220452],[67.60271232],[33.81625877]
334,[136.4259719],[118.96002322],[39.27870051],[158.95476987],[115.18959284],[105.16398569],[104.79357737],[25.29749285],[431.98312156],[56.5778427],[227.96124132],[80.68592806],[110.10126172],[22.79241982],[19.39537541],[33.25928554],[14.29813741],[60.66725178],[87.80284177],[60.04987244],[187.71056049],[48.61714296],[57.22173098],[159.69516051],[156.8548389],[92.6857121],[33.72876996],[50.33801736],[67.60444718],[34.34883562]
335,[136.77579302],[120.78493189],[39.30033432],[159.30488251],[116.27174081],[106.8415625],[105.38973268],[25.64849817],[435.59788526],[56.92861853],[228.17624113],[83.03345019],[110.44254452],[22.78951558],[19.53478501],[33.55007525],[14.35531439],[60.84168536],[88.03252127],[61.2231675],[189.40895195],[49.03685779],[57.63942689],[161.88922337],[155.45438063],[93.86202137],[34.02663207],[50.7004453],[67.47422751],[34.18570497]
336,[135.74342829],[121.36595683],[39.36670543],[161.04130864],[117.1965287],[107.58412998],[105.32492205],[25.61446228],[407.14864082],[57.80217425],[229.63239277],[82.37691895],[111.9513882],[22.19194748],[19.51574158],[33.7633373],[14.68216846],[61.22889109],[89.00298749],[61.23702827],[190.35326767],[49.22120136],[57.83229904],[167.4512731],[156.0263805],[95.46738557],[34.38989567],[50.47639912],[67.11346539],[35.04633115]
337,[140.07065375],[122.83798833],[39.72191211],[162.5617006],[119.63476534],[109.13339204],[102.12462278],[25.89581642],[404.8552907],[57.95026244],[229.87159747],[82.34584084],[114.40139624],[22.71831571],[19.91125446],[33.1585355],[15.19166433],[60.58107641],[88.81983704],[62.07363288],[188.85719058],[50.06473217],[58.04053909],[169.48293067],[156.25823004],[96.25766835],[34.60588758],[51.4175624],[67.61480705],[35.18642764]
338,[139.50884694],[120.96539999],[39.09439469],[160.61375687],[119.30431053],[108.54987891],[99.87109003],[25.45847173],[399.69903249],[57.62634569],[225.60060147],[80.6115594],[114.58708626],[22.39460686],[19.47743892],[32.12603562],[15.25031698],[59.35436633],[88.26515218],[61.20533687],[186.29725428],[49.3767455],[58.07022048],[169.7504765],[155.59894639],[96.260406],[34.25222556],[50.14582565],[67.28828846],[34.95016408]
339,[137.45176295],[118.39982932],[37.96338805],[156.30056958],[115.79376411],[106.63948396],[98.05604647],[24.8195616],[386.11713952],[55.96121005],[220.32269067],[81.56462208],[111.17057633],[21.72042271],[19.22013511],[31.4593882],[14.67926727],[57.94894154],[85.43850376],[60.01635505],[190.95033556],[48.39341533],[56.7350195],[169.19198079],[151.36435552],[94.48511124],[33.24357846],[49.38659957],[65.23412514],[34.78168684]
340,[138.68710656],[120.04170475],[38.31342309],[157.06929292],[118.42780129],[108.40210777],[101.1967251],[24.92996326],[392.70021171],[56.29704855],[221.70819034],[84.57354251],[114.08688467],[21.86017523],[19.11888019],[31.55419841],[14.97566594],[58.82029805],[85.88436384],[60.01002115],[193.19624893],[49.34983045],[58.30644752],[171.0695666],[154.0206533],[95.95934357],[33.45742033],[49.69523746],[66.42198726],[34.85050771]
341,[142.13659568],[122.87914095],[38.92651971],[159.92982308],[121.02766439],[110.69984602],[102.21206264],[25.51582273],[395.95151418],[57.00359333],[227.34349236],[86.91077424],[115.72084448],[22.39278429],[19.24100354],[31.95339313],[15.21668275],[59.27619492],[88.12282053],[61.30650544],[195.81929411],[50.22984439],[58.96967346],[173.09228503],[156.62656462],[97.65199516],[34.13854605],[50.48949664],[67.6176208],[35.41849165]
342,[142.94487304],[123.53253754],[39.02954466],[160.15705572],[121.48399435],[111.76368962],[101.65691792],[25.41537952],[394.14099748],[57.08136829],[227.11664763],[86.78158775],[117.14767074],[22.43347633],[18.98891039],[31.97026025],[15.50745476],[59.85090487],[87.83777805],[61.28512818],[195.79540683],[50.63719988],[59.42160819],[172.87826917],[158.97335614],[98.1124624],[34.15532281],[50.60329606],[68.12716143],[35.67669021]
343,[139.29261447],[121.10510207],[38.64610253],[156.25643508],[118.69432106],[109.86550091],[100.51447838],[24.75079385],[392.22287867],[56.1849652],[223.8136167],[84.93286062],[113.86396418],[21.53651765],[18.54544703],[31.4822069],[14.96593219],[58.97571968],[85.76593464],[60.66584377],[194.50692475],[49.1023649],[58.08696216],[156.65992269],[153.44608402],[96.84227991],[33.64290584],[48.21587238],[66.50016003],[35.01999958]
344,[135.2648384],[122.61661167],[38.48352586],[155.16613034],[118.00617204],[105.77821402],[98.94706173],[24.77337511],[386.48259696],[56.37256082],[224.10077732],[85.88712435],[116.05460788],[21.95117158],[18.42200141],[31.63722377],[15.15965072],[59.17572676],[85.91015702],[60.73667937],[196.24391175],[49.71235787],[58.3447672],[154.33966384],[154.99601401],[96.68735212],[33.71139419],[49.76302832],[66.24665975],[34.35145679]
345,[134.10250812],[123.60284627],[38.42366085],[154.09227811],[119.04835316],[104.44213117],[98.43896993],[24.61245832],[382.47029009],[56.02221585],[222.44859542],[85.04154158],[116.19355322],[21.81471112],[18.46277883],[31.53061679],[15.25359646],[58.98623138],[85.70848085],[60.29228614],[195.01086119],[49.72142563],[58.90304288],[153.0136001],[155.65466122],[97.90897188],[33.38823374],[49.79694733],[66.34339436],[34.65270295]
346,[137.14801161],[125.22939197],[38.79356455],[155.95185886],[121.46949645],[108.16063237],[100.51969969],[25.01770529],[389.57355903],[56.484071],[225.71972544],[86.43108542],[116.68601387],[22.29471943],[18.11224399],[32.10352918],[15.1425186],[59.14250934],[86.79723561],[61.15081539],[197.53220901],[50.3802189],[58.76065603],[157.84349707],[157.45393095],[98.45176497],[33.69116273],[50.72329255],[67.19373263],[33.91942722]
347,[139.10204413],[125.28428425],[38.62112734],[155.98455695],[122.0190788],[108.10902879],[101.20758524],[24.93594658],[392.00126867],[56.83368812],[230.03240933],[86.18864601],[116.86521712],[22.26321297],[18.20848533],[32.39869396],[14.97200111],[59.20507536],[86.21613228],[61.54441642],[198.12045726],[50.49714985],[58.97580885],[156.94919236],[157.43036243],[99.82398145],[33.88230682],[50.30653643],[67.58334603],[34.26817952]
348,[139.89113961],[125.85577684],[38.84092593],[157.95577572],[122.61611731],[107.47855942],[103.11674678],[25.20075549],[391.10902862],[57.76408711],[231.44074973],[86.33615029],[117.30138865],[22.67514222],[18.55083344],[32.7177832],[15.19711663],[59.26897233],[86.73468559],[61.93244488],[198.11634548],[50.9078364],[58.83717384],[158.94051322],[155.97536672],[100.06383821],[34.15527735],[51.36015619],[67.62723277],[34.26543813]
349,[142.50810753],[125.64490901],[39.01529288],[159.48465065],[122.21531172],[110.08335799],[103.49113737],[25.44060924],[389.3669341],[58.17784081],[234.07122532],[87.04672124],[117.21495574],[22.8813203],[18.60295712],[32.72193265],[15.12316041],[58.76534132],[87.06395474],[62.33347454],[199.8601377],[50.584151],[58.98616241],[164.43403212],[156.30663825],[99.50398798],[34.47680364],[50.51881994],[67.59163681],[34.47822347]
350,[143.67814505],[126.09508768],[40.04754027],[161.33593147],[123.6355071],[111.17285548],[103.13225764],[25.76666777],[395.33432774],[59.42851331],[237.55779],[88.32914897],[116.35392907],[22.58675662],[18.90337771],[33.25225559],[14.48664154],[58.01388749],[89.46852006],[63.6925676],[200.01814674],[50.93163109],[59.10273777],[166.76148583],[156.65526701],[99.61296691],[35.22758368],[49.75385806],[68.16580335],[34.89869178]
351,[145.10164864],[126.08240339],[40.04000256],[161.58940063],[125.5431416],[111.39528185],[104.3300065],[25.71905882],[395.32886024],[59.42929536],[238.80219165],[87.61861256],[117.34022076],[23.17284539],[18.70151919],[33.00389952],[14.69639535],[58.11767392],[89.39865248],[63.52968341],[199.47607427],[51.27326201],[59.13634734],[168.93774634],[156.73730637],[99.83808242],[35.30794665],[50.41598821],[68.34207372],[35.13925252]
352,[146.22419768],[126.6571225],[40.05631832],[161.56178561],[125.2282214],[111.49138217],[105.63301845],[25.59669989],[405.24284133],[59.36677378],[238.10159257],[87.95467465],[117.76106527],[22.98949459],[18.70603262],[33.22894911],[14.63951287],[58.87212041],[89.51577499],[63.40576229],[197.35502044],[51.48729258],[59.21326045],[170.20469811],[157.39251883],[98.50084711],[35.41229868],[50.31083166],[68.21014836],[35.59727038]
353,[146.59599586],[126.42257354],[40.31845561],[163.42787283],[125.50703138],[112.14326777],[105.50941154],[25.71298282],[413.32204705],[59.55166937],[238.76282598],[86.04921528],[117.99708275],[22.95179236],[18.92709923],[32.98067959],[14.60468713],[59.59461551],[90.44358597],[63.23112619],[194.62116408],[51.3972689],[58.82566658],[170.09178598],[158.46595716],[98.69811384],[35.53478208],[49.60147784],[68.19149048],[35.23284321]
354,[146.63666204],[127.17161786],[40.27135218],[163.73894835],[125.88606396],[109.53347012],[105.30887358],[25.86590168],[414.06862482],[59.74871349],[241.81084764],[86.32411639],[117.1691558],[22.9331021],[19.0565483],[32.88338095],[14.45162257],[59.11762913],[90.93492533],[63.52126385],[195.26620701],[51.15847653],[58.2746114],[169.64400051],[156.63937704],[98.37737624],[35.67055384],[49.45406365],[68.58459361],[35.67003052]
355,[146.61430455],[128.28542819],[40.72285647],[165.64286959],[127.20923012],[109.04185106],[106.36994078],[26.14295771],[419.25095473],[60.20528752],[243.73098705],[85.90878034],[117.92469611],[23.21870316],[19.171586],[32.52428469],[14.52841756],[58.98560438],[91.9702926],[63.84164001],[198.13419545],[51.51401852],[58.27655385],[168.57083246],[157.12785842],[98.98133748],[35.96418892],[50.18918783],[69.47112901],[35.8184913]
356,[145.22041897],[127.30156745],[40.45627893],[165.21531673],[126.25531268],[108.21743375],[104.76214872],[26.07449624],[411.13926546],[60.28670398],[242.04004291],[85.19908223],[116.48503663],[23.04599223],[18.91607868],[31.44926613],[14.23662163],[57.78924993],[91.05857518],[63.35068023],[196.68044809],[50.87983195],[57.31960431],[168.99302142],[155.53291533],[98.2122248],[35.65808926],[49.44518588],[68.45757468],[35.52004892]
357,[146.31661275],[126.40644225],[40.10925823],[164.38287014],[125.67945725],[109.12879942],[105.15316456],[26.0733781],[415.43184109],[60.26361506],[239.57413002],[85.50760068],[115.37260128],[22.63179972],[18.92907597],[31.73677458],[14.1773844],[57.3487147],[89.8493651],[63.61766436],[198.09733764],[50.49155839],[56.99396995],[169.48870157],[154.65278544],[97.59300705],[35.44964517],[48.97705389],[68.05762083],[35.40976934]
358,[142.52707203],[125.36755726],[39.79028323],[163.37663293],[124.3847167],[107.5980085],[103.30464907],[26.02685587],[412.43145624],[60.14512613],[236.99814446],[85.20059705],[114.65185944],[22.48693203],[18.74824313],[31.58603268],[14.12760372],[57.47775563],[89.47138144],[62.65167278],[198.50399278],[49.86151829],[56.49365559],[167.12783444],[154.33269664],[96.95522132],[35.30348778],[48.46216504],[67.6101926],[35.36818527]
359,[142.95552657],[122.28217708],[39.09948985],[160.49255791],[122.71617627],[109.05145846],[103.20689565],[25.75775338],[417.82663694],[59.79475593],[233.79902954],[84.35633077],[114.07926267],[22.60238335],[18.4017507],[31.64643308],[14.1932771],[57.85513304],[88.14718583],[61.82552502],[195.73274229],[49.88919373],[56.6707953],[169.49763634],[152.620821],[96.06993624],[34.79331743],[49.35193312],[67.1587381],[35.17777149]
360,[142.34642463],[118.56393201],[38.6182763],[158.1484731],[118.53748532],[109.71325706],[102.32103918],[25.27706255],[402.11353566],[58.44488185],[229.32094119],[82.87328389],[112.56077159],[22.23394415],[17.97445285],[30.91077085],[14.0110937],[57.2698806],[86.77338666],[60.16083619],[193.00618537],[49.27497899],[55.84789452],[169.04687671],[151.72585407],[92.88727448],[34.17361879],[47.96812504],[65.18423755],[33.98534734]
361,[145.46614774],[121.29075406],[39.1459009],[158.83269576],[120.06482088],[111.50454943],[102.31137503],[25.45737891],[410.02946191],[59.05371646],[232.72580875],[84.44349365],[113.27139768],[22.28632459],[18.43411308],[31.26955595],[14.19422551],[57.91862227],[87.85839376],[61.35824703],[196.80226187],[49.9819727],[56.65740136],[173.75687924],[153.29419069],[94.44006798],[34.47361953],[48.22030789],[65.11253824],[34.57204256]
