,Affiliated_Managers_Group_predictions,AFLAC_predictions,Allstate_Corp_predictions,American_Express_predictions,American_International_Group_predictions,Ameriprise_Financial_predictions,Aon_predictions,Arthur_J_Gallagher_predictions,Assurant_predictions,Bank_of_America_predictions,The_Bank_of_NewYork_predictions,BBT_predictions,Berkshire_Hathaway_predictions,BlackRock_predictions,Capital_One_Financial_predictions,Cboe_Global_Markets_predictions,Charles_Schwab_Corporation_predictions,Chubb_predictions,Cincinnati_Financial_predictions,Citigroup_predictions,CME_Group_predictions,Comerica_predictions,Discover_Financial_Services_predictions,ETrade_predictions,Everest_Re_Group_predictions,Fifth_Third_Bancorp_predictions,First_Republic_Bank_predictions,Franklin_Resources_predictions,Goldman_Sachs_Group_predictions,Hartford_Financial_predictions,Huntington_Bancshares_predictions,Intercontinental_Exchange_predictions,Invesco_predictions,JPMorgan_Chase_predictions,KeyCorp_predictions,Lincoln_National_predictions,Loews_predictions,MT_Bank_predictions,Marsh_McLennan_predictions,Moodys_predictions,Morgan_Stanley_predictions,MSCI_predictions,Nasdaq_predictions,Northern_Trust_predictions,Peoples_United_Financial_predictions,PNC_Financial_Services_predictions,Principal_Financial_Group_predictions,Progressive_predictions,Prudential_Financial_predictions,Regions_Financial_predictions,State_Street_predictions,SunTrust_Banks_predictions,SVB_Financial_predictions,T_Rowe_Price_Group_predictions,Torchmark_predictions,US_Bancorp_predictions,Unum_Group_predictions,Wells_Fargo_predictions,Zions_Bancorp_predictions
21,[131.67573698],[70.04518494],[67.55776698],[67.06436751],[59.73670979],[90.58864624],[112.05701001],[48.96830912],[80.02553865],[16.97527804],[43.80612766],[38.80689391],[147.43822173],[353.33030749],[72.73889467],[63.57467886],[32.4461899],[125.31807103],[69.47716978],[49.81824809],[105.55532449],[51.89438499],[57.22672999],[28.63856929],[207.76527671],[21.60171165],[74.36766962],[34.18750078],[181.87065387],[44.62568483],[10.22747183],[7.9074457],[28.37758608],[69.89909473],[14.36300504],[52.60263497],[42.49788325],[124.9183743],[65.29196317],[99.58666019],[34.08194261],[81.13927453],[65.37734578],[73.84603873],[16.58756776],[96.62056099],[54.46581765],[31.96685922],[88.54913624],[10.8582232],[72.14430897],[45.51230659],[124.33032059],[63.68667469],[65.34609399],[44.95019961],[36.47374786],[45.49097859],[32.35505236]
22,[139.40770722],[71.60408368],[68.24839006],[68.79193507],[60.94616944],[102.03275176],[110.76382347],[49.94651953],[81.98844586],[18.02041683],[45.59914517],[40.63193754],[150.69347547],[363.989059],[76.4645206],[66.20131938],[33.65836396],[125.99610906],[70.127115],[51.72027925],[111.64835322],[54.87419758],[60.21992039],[29.95655738],[207.87197611],[23.00781834],[78.04273799],[38.62308325],[192.28141637],[45.66611852],[10.9233919],[78.53068496],[30.11102934],[73.35870499],[15.25214394],[57.42103339],[43.11206519],[131.32818933],[66.85883195],[100.84345127],[36.61475289],[81.9245581],[66.89471635],[77.25072772],[17.46351046],[101.14692426],[56.07164699],[32.08910803],[93.16009621],[11.58085344],[75.68506196],[48.22844635],[132.64772163],[68.1607732],[67.43028458],[46.63586204],[39.36280332],[48.00074562],[34.75410007]
23,[147.70779709],[73.17000824],[69.30388868],[70.09538331],[62.97361924],[109.92358046],[112.55045154],[51.18809642],[83.51619023],[18.72077737],[46.09027606],[41.2564531],[155.08948926],[374.22770464],[78.96222441],[67.60957145],[35.25070225],[126.34784031],[71.6074778],[53.52070799],[117.20796009],[56.21298463],[63.5199609],[31.54675263],[209.51894682],[23.68624872],[82.32325817],[37.75305115],[200.55435826],[46.12414441],[11.54412729],[58.88850705],[30.9736261],[76.40241204],[15.68466039],[59.2086256],[43.41186195],[132.87401177],[67.67588642],[100.14352819],[37.97266569],[81.12655196],[67.02422865],[78.24747282],[17.82898068],[105.72155701],[57.76984712],[33.00660898],[97.48617988],[12.15559677],[76.54481608],[49.71760029],[139.7635184],[70.05282111],[69.438193],[47.45504433],[39.9461],[51.52427986],[36.54590599]
24,[143.54645388],[72.53402018],[69.519466],[70.37049171],[63.26481529],[111.00000521],[110.39313445],[51.61745989],[83.04357163],[19.00121534],[46.70339698],[41.77056702],[156.51788416],[370.87870936],[81.0464488],[67.90310655],[36.06994722],[126.86731479],[71.50895477],[52.63823088],[114.48371551],[57.78484279],[64.56623056],[32.34279462],[211.25099449],[24.44426836],[82.18352748],[37.34429396],[203.80820733],[46.65130002],[11.66667941],[56.09210394],[31.23508374],[76.51743695],[16.29718758],[60.19602221],[43.30110749],[135.6898039],[67.78303573],[100.45227577],[38.44252787],[80.01768725],[66.60766308],[79.82792709],[18.23642665],[105.62585768],[57.15949742],[33.20365651],[97.67375917],[12.45137361],[76.4296914],[50.46567415],[145.14037186],[70.39822278],[69.92782775],[47.80336841],[40.33796218],[51.52582346],[36.94358705]
25,[143.05068151],[72.12114084],[70.54037224],[72.46941934],[64.30018179],[114.29811405],[110.33786775],[52.07819364],[85.84442019],[20.14936621],[47.49456079],[42.74906615],[157.49939189],[373.77920572],[83.78987097],[68.5659954],[36.79150796],[126.94273058],[72.45567469],[54.81906334],[115.89869349],[58.98255253],[66.72877947],[32.97548234],[211.95371528],[25.28805473],[84.70921642],[38.39070187],[208.72155933],[47.76454939],[11.95269826],[55.33930878],[31.9143207],[79.51716294],[16.76141049],[61.5234594],[43.8596681],[139.31923187],[67.52129004],[99.99254742],[39.30088796],[77.45962264],[64.77264382],[82.69470077],[18.55325375],[107.92457611],[57.28948904],[33.46014923],[98.45509806],[13.35047928],[78.45362207],[52.19120789],[151.90821848],[72.85081076],[70.72699017],[48.58333166],[41.35769277],[53.14706164],[38.57389341]
26,[142.05231711],[72.34684624],[71.15671923],[72.30254266],[64.35289864],[113.51985649],[110.13032019],[50.96993287],[85.9807613],[20.06948204],[47.8770293],[42.86257698],[157.21798321],[371.48691162],[81.79262037],[68.48959826],[37.20358595],[125.13312699],[72.58599884],[55.17527007],[116.02327322],[60.15526569],[66.2019481],[33.48426384],[212.1644745],[25.63991081],[82.85758525],[38.9058412],[210.93518604],[47.72524067],[11.91955667],[55.25335256],[32.26140204],[78.95334079],[17.04069627],[62.38432864],[43.84375999],[138.27723779],[67.73240607],[99.32956071],[39.86875146],[77.51039984],[64.68798671],[82.74439255],[18.50888271],[108.17378736],[57.5942808],[33.32535255],[98.45198848],[13.53038896],[79.1136339],[52.12236089],[150.47927725],[73.57621255],[69.93083648],[48.53473322],[42.17174635],[52.17556509],[38.58475297]
27,[142.5056192],[71.87568918],[70.7169144],[71.51253451],[64.11918755],[113.82823986],[110.22171375],[50.75711908],[86.39614676],[19.73297378],[46.98949945],[42.77734684],[157.1662739],[367.40149489],[80.10844113],[68.6428179],[36.6960336],[125.52936624],[72.28352491],[54.60197421],[115.02633678],[59.03924969],[65.16038297],[33.19282546],[213.00785132],[24.7987507],[81.15067171],[38.58173312],[205.97540572],[46.60008823],[11.93455149],[54.24670264],[31.76526424],[77.42805634],[16.66304148],[61.48845514],[43.6160177],[136.64142268],[67.75385875],[98.75610307],[39.05696537],[77.95158341],[64.779631],[80.8896541],[18.09721002],[107.22843926],[57.05023899],[32.61659383],[97.51783834],[12.85470155],[77.85674923],[50.59090832],[146.97804728],[72.5413955],[69.20269973],[47.81601291],[41.41935901],[51.62140533],[37.33415154]
28,[142.70516289],[72.44083284],[71.64321213],[71.70686631],[64.12225618],[113.38975245],[111.54576011],[51.59294563],[86.20083726],[20.07537976],[47.66536076],[43.99519491],[158.30576678],[371.48561767],[81.44704083],[68.84316475],[37.01436072],[125.32741122],[73.99965234],[55.51622513],[115.61474609],[60.71060754],[65.91653487],[34.10989607],[212.76765598],[25.46613332],[83.12742513],[38.73928942],[209.30801949],[47.010212],[12.2335688],[54.65699163],[31.86094057],[77.90820736],[17.01509596],[62.62841118],[43.94048762],[139.64842019],[69.07915126],[101.24876047],[39.99037532],[79.79671418],[64.97083402],[81.42482746],[18.28135659],[110.57806312],[57.84880441],[32.99806518],[99.13090363],[13.21152721],[78.51814017],[51.40831723],[149.77077065],[73.01437054],[70.11826165],[48.63349979],[42.55096614],[52.40103347],[37.9698311]
29,[140.52135496],[72.49541337],[72.00267687],[70.80601481],[63.91935572],[112.98912114],[111.97383098],[51.6918292],[85.78336413],[19.9139175],[47.38769259],[44.42578259],[157.88031887],[372.70522374],[81.94075115],[68.74152372],[37.47426887],[126.50361806],[74.4333512],[55.26388574],[113.99618961],[60.96096496],[66.2259837],[34.06984848],[211.67223484],[25.63561253],[82.79627228],[38.82525746],[210.28383532],[47.17973177],[12.49402332],[54.55751695],[31.46298382],[77.58002463],[16.94894623],[62.21584709],[43.80805425],[140.97224415],[69.20789228],[100.43630099],[40.3624446],[79.85202215],[65.76017697],[81.40967669],[18.26134838],[110.99570918],[57.6298683],[32.94839263],[99.12691896],[13.18732038],[78.37780804],[51.66381498],[150.37585161],[73.46739372],[70.04190794],[49.17110563],[42.48088274],[52.82641917],[38.0462353]
30,[143.66669565],[71.71415199],[72.20805886],[71.56652796],[64.0052837],[114.28515947],[112.91236241],[51.39670437],[85.73615188],[20.39639239],[47.47041418],[44.61167321],[158.69299642],[374.84713214],[83.42964338],[68.46668526],[38.10768672],[126.96323725],[75.17023098],[55.60882569],[114.24900599],[60.93547878],[66.7167652],[33.75949776],[211.11327056],[25.856805],[82.22410207],[39.34171914],[211.40642802],[47.36908412],[12.43433215],[54.94960014],[31.80573727],[78.31684007],[17.19826022],[63.18577338],[44.22963601],[141.26055935],[69.23015023],[101.44312824],[40.59897941],[80.52852754],[65.91981259],[82.07315764],[18.42726276],[110.85942861],[57.81606078],[32.96945239],[100.57469387],[13.14503261],[78.6891869],[51.81162575],[153.50861957],[73.78736237],[70.38255362],[49.34406983],[42.57174458],[52.21024731],[38.66286834]
31,[145.26494671],[71.14456316],[72.27152015],[71.74302768],[64.0003285],[113.77467615],[113.21743829],[51.10454761],[85.58313568],[20.28273488],[47.26325437],[44.44698394],[158.61475423],[373.17318235],[82.48565594],[68.26693982],[38.28871159],[126.46553056],[75.24502116],[56.10850528],[112.41664144],[61.60302224],[67.17015049],[34.22533202],[208.69863712],[26.17682806],[82.16812543],[39.10495631],[211.02586619],[47.59522979],[12.52756989],[54.18093879],[31.71179843],[78.50774557],[17.18144295],[63.74665904],[44.38940193],[142.18578604],[69.31773968],[101.50029419],[40.56541136],[79.93570882],[65.64984252],[81.92065881],[18.37723792],[110.739129],[57.69499359],[33.19045921],[100.25898991],[13.1683562],[77.96827388],[52.17512781],[155.51566771],[73.95685717],[70.62669459],[49.01372804],[42.6166089],[52.21175494],[38.69276101]
32,[147.08932233],[71.62268952],[72.41716094],[72.93099609],[64.39209909],[113.76043954],[113.44288029],[51.68666202],[86.22770536],[20.59486701],[47.50035204],[44.60435415],[158.27029211],[372.92914344],[84.70757733],[67.98864214],[39.11441562],[126.7008073],[76.03162663],[56.66323152],[112.58485214],[62.17014145],[68.3061454],[34.59970321],[209.86911488],[26.27805996],[82.29142538],[39.26978191],[212.30477987],[47.93403435],[12.60349291],[54.10565004],[31.68883623],[78.91028164],[17.53114393],[64.16821232],[44.73393751],[143.30065712],[69.51640927],[100.78791185],[41.02747],[80.20468519],[65.338572],[82.04948116],[18.5233894],[110.96110654],[58.3910581],[33.43299911],[100.59345326],[13.2929234],[78.31803494],[52.31818427],[156.1639779],[74.25707572],[70.8918484],[49.29259109],[43.01672617],[52.10717161],[39.15786958]
33,[148.43012168],[71.81838951],[72.39272447],[72.85777334],[64.45308381],[114.44549123],[113.74493924],[51.9119528],[86.46003009],[20.8610729],[47.47657574],[44.64766867],[158.18809749],[373.62459523],[84.39415826],[68.48590196],[39.02973154],[126.63907497],[76.69961781],[56.77895643],[112.8978279],[62.14749389],[68.4253223],[34.67383981],[209.21487043],[26.12678484],[82.77173503],[39.25948322],[211.39586426],[47.83241526],[12.56448775],[54.41767253],[31.64128842],[78.83535305],[17.29946233],[64.22498072],[44.43204428],[143.65723451],[69.79840577],[101.14774423],[41.08032822],[80.77401237],[65.76366843],[82.15203153],[18.5570993],[112.10700315],[58.31145298],[33.45642566],[100.75000762],[13.36815383],[78.42144839],[52.46022573],[156.01696862],[74.40339345],[71.07240664],[49.39192985],[42.89423815],[52.70248967],[39.05965956]
34,[145.91306192],[71.04522445],[72.07516691],[72.02268536],[63.30715135],[112.38337183],[112.7418323],[51.23996099],[85.96341159],[20.2643554],[47.04147941],[44.04131321],[157.18339631],[368.80760561],[83.27298833],[68.6610124],[38.3673693],[126.89454639],[76.65172717],[55.41044974],[111.95044931],[61.08266663],[67.74684439],[33.86700102],[208.88995889],[25.3393103],[80.71784917],[38.62156902],[210.3699551],[47.44591997],[12.25842985],[53.86629036],[31.21272287],[78.30075419],[17.01169187],[63.13038362],[44.31288995],[140.71101664],[68.93899117],[100.80042403],[40.42272172],[80.32428276],[64.69135966],[80.5448332],[18.38161634],[109.8573818],[57.09128296],[33.41365231],[99.40402691],[13.07304912],[76.83464836],[51.51951695],[152.3261537],[73.14369029],[69.61051563],[48.93273705],[42.11090105],[51.55164821],[38.37805683]
35,[144.72904262],[71.25895922],[69.80138637],[71.39683195],[63.27345185],[112.08123052],[113.72039249],[51.1673428],[86.04987628],[20.32890885],[47.09426141],[44.19458519],[157.76186534],[368.77860475],[82.54605836],[68.83721626],[38.45281498],[128.23645889],[77.16863662],[55.56886234],[112.72076175],[61.85909808],[67.57791286],[34.09084534],[211.94543916],[25.41521645],[81.6156629],[38.67938821],[211.72588203],[46.97718537],[12.30044605],[54.58464837],[30.92785891],[78.95701604],[17.02455003],[63.29265577],[44.37472397],[140.91500045],[69.02999164],[101.1629225],[40.61470468],[80.72318115],[65.05471061],[81.27103199],[18.50960558],[109.38870748],[57.25051789],[33.62016172],[99.78881878],[13.20651928],[77.0833916],[51.1622854],[153.84144107],[73.38431125],[69.68248909],[49.12030766],[42.0236904],[51.93040916],[38.53400124]
36,[148.08083737],[71.37393727],[70.00318624],[71.98624039],[63.34237543],[114.1966641],[114.14321011],[50.33155318],[86.33906118],[21.12195037],[47.44114781],[45.27203833],[157.51875072],[370.77726026],[84.04737397],[68.86862679],[38.64680364],[128.00062296],[76.79074252],[56.33700147],[112.94131918],[63.84075906],[67.75433389],[34.57416887],[210.40313178],[26.05244902],[81.81678792],[39.20976793],[219.47241912],[47.17076456],[12.46049285],[55.11811892],[31.29782438],[80.18423868],[17.30183546],[64.08832916],[44.64490625],[143.84176022],[69.31749022],[100.54775279],[41.36720139],[78.7366402],[64.09348558],[82.15523234],[18.70308532],[110.47554198],[57.65971422],[33.30169311],[100.59582837],[13.53719168],[78.81323389],[52.00487818],[158.14193782],[74.01345464],[70.0586778],[49.60023977],[42.26117581],[52.87745586],[39.84584267]
37,[148.24499157],[70.55006396],[70.48091767],[72.54538473],[64.27377868],[115.12223344],[112.10194748],[49.72639471],[86.83109656],[21.49998129],[48.64286921],[45.82164736],[159.99941381],[377.28377122],[86.7067106],[69.51250161],[39.61865033],[129.12110321],[77.22441381],[57.3244512],[114.90074337],[65.14822674],[68.10637541],[35.33686215],[210.915709],[26.45720998],[83.45041207],[39.58293321],[227.03180584],[47.77442695],[13.05133028],[56.09744559],[31.63655406],[81.88670303],[17.88327688],[66.22675079],[45.00640541],[147.09772239],[69.0092047],[97.33393192],[42.23542769],[77.1698364],[63.77927903],[85.64157585],[18.91914959],[112.66381618],[58.32813021],[33.66771609],[102.48075501],[13.86242037],[80.47422004],[52.7619402],[162.82773366],[75.59894914],[71.3341885],[50.41820271],[43.11615162],[54.42513632],[40.43322201]
38,[146.99574605],[68.27112644],[70.79910801],[71.84262207],[63.74740887],[113.56723286],[111.63636874],[49.09580486],[86.15874793],[21.26364155],[47.5730584],[45.16610558],[159.36291565],[371.6302878],[85.95311004],[72.13170203],[38.8392327],[127.69697575],[76.88306529],[55.99230496],[115.72127408],[65.32759046],[67.27969007],[34.91163861],[210.05751362],[25.86839579],[83.42950698],[39.19697228],[223.36716505],[47.43960022],[12.90204466],[56.39192204],[31.44072281],[81.54298713],[17.88830684],[65.24255389],[44.85787373],[146.09191737],[68.40886972],[97.84961713],[41.85385938],[79.35309504],[63.81782986],[84.31761911],[18.59791077],[111.23232789],[57.81992916],[33.52113303],[101.73508844],[13.74593632],[78.3506505],[52.06208987],[162.08506088],[75.39179957],[70.95653634],[49.99209429],[42.74804876],[53.52398646],[40.30202748]
39,[150.02360138],[68.71587305],[70.30238707],[72.04762628],[64.23771395],[114.64746637],[112.48826977],[49.379142],[86.64196419],[21.89564078],[47.94102973],[45.54365836],[160.17008423],[374.43327988],[86.78062876],[72.62248023],[38.99236451],[128.92068656],[76.91955617],[57.42559006],[117.91241726],[66.11194051],[67.46820772],[35.19441383],[209.55275707],[26.1366248],[84.51426642],[39.73557849],[228.28804128],[47.66794763],[13.05053358],[57.5230669],[31.71061722],[83.3132396],[17.70149824],[65.04833153],[45.18315388],[147.28398915],[68.70764687],[96.65597697],[42.10931106],[80.85731077],[64.91460808],[85.45047556],[18.95586112],[111.62873069],[59.46116353],[33.35116908],[102.65296202],[14.06254437],[79.23802172],[52.61741381],[165.45133484],[75.54267204],[71.50068835],[50.34180982],[42.89487838],[54.34392824],[40.5762198]
40,[153.35837345],[68.67078625],[70.90588425],[72.25751792],[64.12343852],[115.04847865],[113.45371882],[49.89828648],[88.84246397],[22.09113766],[47.9592025],[45.96864617],[161.1001115],[373.68805355],[87.67896734],[73.52672434],[39.28200442],[129.97610526],[77.1036886],[57.72968429],[119.18251848],[67.77974248],[68.38502228],[35.5515659],[210.92355261],[26.30231058],[85.53832547],[39.82318269],[231.15672105],[48.16202348],[13.20545973],[58.28228763],[32.21927907],[83.49138779],[17.95638445],[66.16212662],[45.85052488],[148.52347242],[68.84484234],[97.24611271],[42.46735575],[79.75616807],[66.43808294],[86.16280167],[19.13367333],[111.31607024],[59.30986138],[33.42256042],[103.55061064],[14.22123347],[79.44341239],[53.74214218],[166.90307878],[75.99556255],[72.21754575],[50.64483551],[42.83038041],[55.40801878],[41.95857132]
41,[157.68764188],[69.67617275],[71.61869321],[74.36530731],[64.99306967],[116.92452652],[116.04107884],[50.54294214],[90.33218444],[22.6281961],[48.57567211],[46.50356374],[164.46535954],[379.74521862],[89.61095399],[74.71407104],[39.36906836],[132.24573088],[78.04387429],[59.16418055],[120.88729681],[68.33481309],[71.75284291],[35.49782396],[211.60646739],[26.54971915],[88.26417259],[40.66824081],[235.94436591],[47.50151523],[13.21167364],[58.84044896],[32.75402293],[84.17650463],[18.21865383],[67.12794874],[46.43679974],[151.2150682],[69.46601733],[98.02749142],[42.63503879],[80.85351515],[67.48436333],[89.4157962],[19.65573036],[112.6870362],[60.6619144],[33.90900377],[105.41112172],[14.49127261],[80.01321542],[54.43785838],[169.35301718],[77.35622513],[73.236668],[51.35451778],[43.43970235],[57.34499232],[42.25311827]
42,[161.1719574],[69.61608165],[71.67616243],[74.93688074],[65.78248345],[119.03848012],[112.66940862],[50.1580649],[93.5387097],[22.97475499],[49.17755214],[46.96192797],[164.02300325],[390.21629241],[90.59416377],[75.36288624],[39.46218965],[132.08843184],[78.23915354],[60.1517051],[122.38918492],[69.74231862],[72.1072613],[35.44610936],[213.28680342],[27.01810251],[90.58269681],[42.00360263],[241.55553722],[48.05562376],[13.47462549],[59.20836024],[33.16923431],[85.05360065],[18.36850717],[68.61662373],[46.88671499],[153.36106118],[69.30612507],[98.06240155],[43.66571993],[80.47810607],[67.70719116],[89.6578138],[19.97815274],[114.88554081],[60.80110737],[34.0467713],[106.52317032],[14.56165164],[81.48828367],[54.81785604],[170.63107168],[78.55453613],[73.94242435],[51.88127126],[44.11890665],[57.21882514],[43.25964559]
43,[160.49823971],[69.05394132],[72.37015747],[74.70868152],[65.84665529],[118.56607398],[112.9862576],[50.70811103],[92.19652482],[23.09279624],[48.5805474],[47.22110467],[164.72930335],[388.43936575],[90.3955546],[76.7183348],[39.33841808],[132.50679387],[78.26089185],[59.9687839],[122.83192341],[70.0275132],[72.87326134],[35.66296825],[214.29965737],[26.86522739],[88.98266769],[40.97471157],[242.07317486],[48.44036268],[13.49532554],[59.41889489],[32.76204749],[85.46191697],[18.4731277],[68.23162001],[47.27088997],[153.98726906],[69.4972199],[99.88787217],[43.71353722],[81.62739398],[68.54811274],[89.32187479],[19.90587708],[114.99698822],[60.23501059],[34.25657746],[105.95698647],[14.61308917],[80.41326095],[54.76398867],[170.81650225],[76.57415475],[73.65827533],[51.99630628],[43.55372404],[57.09521727],[43.16180906]
44,[157.76536505],[68.88967754],[72.7615387],[73.42604526],[65.55005838],[115.20465802],[112.65920528],[50.68167462],[92.04456595],[22.57952673],[48.251638],[46.83730901],[165.88395483],[390.23776944],[89.32663177],[76.62544222],[39.04620779],[132.80094647],[78.88121197],[59.52895453],[122.68939333],[68.7834092],[71.53163301],[34.93114381],[217.13044482],[26.52657145],[88.10647667],[39.9815872],[237.03545275],[48.54766603],[13.30605119],[59.36041597],[32.2722252],[84.73726958],[18.17547335],[67.18444766],[47.41100635],[152.64996101],[69.44233163],[98.12658617],[42.95100578],[80.46598318],[68.78272555],[88.68120782],[19.40415799],[114.10371375],[59.4643873],[34.53660508],[104.46936365],[14.34103763],[80.29437199],[53.98281538],[165.61215887],[76.03046656],[73.02324511],[51.53142769],[43.30938374],[55.61912637],[42.40912929]
45,[160.52646376],[69.97176101],[72.92092717],[73.72290594],[66.24367025],[114.70645846],[112.92345165],[51.09062199],[91.88085789],[22.62807787],[48.30566639],[47.08367263],[166.67516949],[392.1250321],[89.43727712],[76.64812292],[38.95858088],[133.37668316],[78.43462422],[59.75211389],[123.45974903],[68.0711532],[71.79628314],[34.94343364],[216.69744884],[26.78968618],[88.82481622],[39.83792544],[238.34862253],[48.29783539],[13.26049875],[59.18496537],[31.6784035],[84.75720298],[18.09156256],[67.01388101],[47.65207423],[153.19370972],[69.38177679],[99.67032292],[42.52673166],[81.10425341],[69.34077215],[89.00989761],[19.47609842],[114.63472016],[59.50934214],[34.4360396],[104.79845295],[14.30193605],[79.96940838],[54.49125221],[167.43427889],[76.39548632],[73.45712313],[51.67022556],[43.57479303],[55.88345608],[42.23599165]
46,[154.27054997],[69.75775461],[72.57438259],[74.03252532],[66.03089964],[112.6344264],[111.79499135],[50.18073461],[92.20025461],[22.63329702],[48.08599147],[46.76251715],[165.18481144],[389.87216338],[88.90930779],[76.20638862],[39.01065808],[131.90264894],[77.26338801],[59.37402003],[121.71029954],[67.53361796],[71.19335845],[34.97772866],[216.76889966],[26.90098219],[88.48143381],[39.28085481],[240.02788748],[47.8713506],[13.09907553],[58.17192409],[31.50831945],[84.68440719],[18.14465936],[66.16140084],[47.17698868],[152.75564503],[68.5803562],[97.21039303],[42.83381672],[79.78781091],[68.26071948],[88.51967253],[19.16441988],[114.08767871],[58.75492039],[35.14074595],[104.03124416],[14.33163772],[79.40002897],[55.1372187],[166.29616866],[75.84742833],[73.43767816],[51.7084925],[43.58181951],[54.67588635],[42.14094512]
47,[151.45092461],[69.28135215],[73.5061778],[74.99580642],[66.23978278],[114.60924634],[112.50955264],[50.78505376],[92.51750716],[23.21248244],[48.40721095],[47.01014652],[165.72208669],[393.83483904],[90.51407967],[75.64390465],[39.43057496],[132.44708965],[77.33401799],[60.33618029],[122.32547582],[68.75314694],[72.54400373],[35.31758773],[213.66784069],[27.22426878],[89.83688454],[39.52116707],[243.39087729],[48.00184094],[13.36921762],[58.10686465],[31.66166546],[86.15002254],[18.38173895],[67.4840419],[47.43773512],[154.01859215],[68.61703669],[97.00077344],[43.03919414],[80.66413989],[68.71702757],[90.22262186],[19.39548546],[115.7563622],[59.17834506],[35.47760687],[107.11843386],[14.53791698],[80.17557646],[55.86065953],[173.77722853],[75.9802668],[73.73995848],[52.02436564],[44.54488643],[55.35637799],[43.16085463]
48,[148.61693812],[69.33721359],[74.0975829],[75.03066207],[66.23930217],[111.64870174],[112.16565379],[51.58572662],[91.41558079],[22.62965495],[47.54300143],[46.57836674],[164.93236945],[392.53998794],[89.59595479],[75.76835544],[38.88872921],[132.68885254],[75.70852404],[59.67578127],[122.70292918],[67.55487008],[71.72497344],[34.56924705],[214.38960489],[26.77683141],[88.77145221],[39.2069235],[238.8609524],[47.69811803],[12.99569772],[57.68628375],[31.41878795],[84.88612198],[18.15283738],[66.43415477],[47.44258609],[152.46860388],[68.50976022],[96.43568497],[42.7624236],[79.89966827],[68.06101117],[88.36360364],[19.12163926],[114.86595552],[57.86870341],[35.76110924],[105.81368099],[14.17985487],[78.53399976],[55.25040854],[167.86805516],[76.68431935],[73.34173385],[51.75814409],[43.53767062],[55.35727683],[41.91917442]
49,[146.29463276],[69.80671918],[74.36157319],[74.47365774],[66.60538595],[111.53977161],[112.43472518],[51.80217646],[92.38495538],[22.53447606],[47.34878912],[46.91244382],[165.47923506],[390.01228669],[90.16380967],[75.46154099],[38.75834776],[133.41611004],[76.51355426],[59.74606591],[122.46441751],[68.01416485],[72.221289],[34.80848413],[218.1075558],[27.27911487],[90.20544294],[39.81848928],[239.07822105],[47.91269336],[13.1266371],[57.45444214],[31.41410388],[85.59419189],[18.20476782],[66.67777808],[47.46880686],[154.36972381],[68.7623706],[95.98831588],[42.87193746],[80.38237144],[67.89220827],[88.81571734],[19.29872011],[115.90478652],[57.92071326],[35.65947581],[105.90679721],[14.32483766],[78.44272406],[55.34141897],[169.66852503],[76.65718434],[74.31241339],[51.89039503],[43.7641175],[55.30968136],[42.91598899]
50,[147.50829452],[69.89947614],[74.39728161],[75.04637464],[66.59635026],[113.46602661],[111.81722095],[51.81667316],[92.34625381],[22.69698126],[47.72046501],[47.6579519],[166.28633474],[398.3493825],[90.56525115],[74.95425789],[40.12929067],[132.93923972],[76.38755222],[60.81418011],[122.52185906],[68.77273026],[73.19350507],[35.24188114],[216.97895071],[27.79978722],[91.47894887],[40.36614177],[243.12074749],[48.01858186],[13.34717725],[57.81818981],[31.82236676],[86.42170569],[18.46434004],[67.779049],[47.71425497],[156.87786109],[68.39818677],[96.94889885],[43.52535704],[80.78399981],[67.96534595],[90.15334993],[19.39992971],[118.02600991],[58.78394073],[35.80855234],[107.02943725],[14.57225622],[78.97888733],[56.16278263],[171.79699364],[77.61636938],[74.7549496],[52.53107211],[44.47479597],[56.1317332],[43.86923314]
51,[147.52323623],[70.29598344],[74.43214549],[75.26192348],[66.67116683],[112.93341984],[112.33189905],[51.68390112],[92.42066124],[22.6086409],[47.5550384],[47.371728],[166.08034352],[393.53294155],[90.44561005],[74.09177552],[40.02254562],[133.38598908],[76.28590587],[60.68030138],[121.26675465],[69.16630438],[72.92347286],[35.07262314],[216.98306217],[27.65993549],[91.34178513],[40.41629336],[241.72435925],[48.21088598],[13.33280541],[57.12116539],[31.43855013],[86.84611197],[18.29303548],[67.79097621],[47.8682262],[155.84951825],[68.35511795],[96.48774851],[43.36919115],[79.71609539],[67.59671336],[90.10419604],[19.34540888],[117.60038997],[59.09097037],[35.76558762],[106.46909173],[14.52430364],[78.89758525],[55.97530281],[172.17791596],[77.34929491],[74.81892907],[52.16925312],[44.5964755],[55.66270931],[43.62122145]
