,Advance_Auto_Parts_predictions,Amazon_predictions,AutoZone_predictions,Best_Buy_Co_predictions,BlockHR_predictions,BorgWarner_predictions,Carmax_predictions,Carnival_predictions,Chipotle_Mexican_Grill_predictions,D_R_Horton_predictions,Darden_Restaurants_predictions,Dollar_General_predictions,Dollar_Tree_predictions,eBay_predictions,Expedia_Group_predictions,Ford_Motor_predictions,Gap_predictions,Garmin_predictions,General_Motors_predictions,Genuine_Parts_predictions,Goodyear_Tire_Rubber_predictions,Hanesbrands_predictions,Harley_Davidson_predictions,Hasbro_predictions,Home_Depot_predictions,Kohls_predictions,L_Brands_predictions,Leggett_Platt_predictions,Lennar_predictions,LKQ_predictions,Lowes_Cos_predictions,Macys_predictions,Marriott_Int_predictions,Mattel_predictions,McDonalds_predictions,MGM_Resorts_International_predictions,Mohawk_Industries_predictions,Newell_Brands_predictions,Nike_predictions,Nordstrom_predictions,Norwegian_Cruise_Line_predictions,OReilly_Automotive_predictions,Polo_Ralph_Lauren_predictions,Pulte_Homes_predictions,PVH_Corp_predictions,Ross_Stores_predictions,Starbucks_predictions,Target_predictions,Tiffany_predictions,TJX_Companies_predictions,Tractor_Supply_Company_predictions,Ulta_Beauty_predictions,Under_Armour_Class_A_predictions,V_F_Corp_predictions,Whirlpool_predictions,Wynn_Resorts_predictions,Yum_Brands_predictions
20,[137.81439751],[786.26872701],[733.52787406],[39.08659547],[21.99151372],[35.17919034],[51.54659563],[49.03811561],[382.1785967],[29.30439713],[65.37373869],[69.74666206],[75.70675952],[28.20082367],[126.88012002],[11.60120495],[26.92071693],[47.8962425],[32.07068588],[88.6661534],[28.11125446],[24.28288633],[56.52392174],[82.60876277],[123.93247254],[43.77502709],[65.65231176],[45.6928867],[41.9343522],[31.77436418],[67.29814631],[37.75948692],[71.10067786],[30.83523551],[112.86860403],[27.22317779],[193.84003168],[49.31837333],[50.87843074],[51.73189412],[37.82342909],[259.94963724],[99.7542546],[18.59226216],[107.59397687],[62.56397331],[54.393947],[67.49467445],[76.092989],[73.22760733],[65.62215193],[233.26923497],[31.18859456],[54.89591044],[154.83768071],[88.08053464],[61.85317246]
21,[137.73793712],[788.47489626],[732.6219381],[37.94530427],[22.12138131],[35.40358197],[48.72673161],[49.77619144],[377.3707298],[27.81946944],[65.57014719],[69.5930353],[75.76999545],[27.98156006],[126.82720127],[11.47715619],[26.6156653],[48.17685447],[31.74095662],[88.69242908],[28.4698565],[24.22769898],[56.92839031],[83.2439347],[124.111168],[43.94447557],[65.19593069],[46.45260343],[41.41764245],[31.95027717],[66.80557722],[37.84177889],[72.97834207],[31.10218224],[114.06803627],[28.09481919],[195.04816062],[50.33113084],[51.01294164],[51.97938727],[39.10402718],[259.87890822],[98.91710675],[18.306701],[106.99229156],[62.8217666],[54.59394816],[66.99865252],[75.48591581],[73.26077665],[65.6823213],[233.467843],[31.23864782],[54.56967677],[157.77238182],[87.10706097],[61.84883283]
22,[140.26216041],[771.72873148],[740.65142911],[38.53416221],[21.32286494],[34.0433881],[50.60094424],[49.36164945],[369.51785493],[27.68753605],[68.28879329],[71.59984229],[76.05004927],[28.25942695],[124.7107808],[11.5806779],[27.3824187],[48.93544398],[30.87501361],[90.27501769],[28.27471332],[24.36131037],[58.63706969],[83.35922006],[125.9805226],[45.60858125],[66.41186785],[46.78353774],[41.1284556],[32.11345297],[67.80453422],[38.40338845],[74.10926137],[31.39031196],[114.94563295],[28.3160238],[197.08444371],[49.46144633],[51.0724391],[52.16513614],[35.31564585],[264.21657665],[102.0809725],[18.0480594],[107.46226454],[62.83143288],[54.48917533],[68.80732958],[77.89482768],[73.77367228],[66.94313182],[236.16220685],[31.51797144],[55.10457968],[160.59718656],[87.5803685],[61.8121106]
23,[145.98490244],[740.40648693],[746.86844654],[40.0070381],[22.02080907],[35.10956425],[52.62386862],[49.91735879],[391.54599276],[27.50793543],[69.23553644],[74.33966593],[77.34492454],[28.11033815],[123.60449787],[11.96318606],[28.53751933],[49.45484815],[32.76516419],[93.50604303],[29.28864993],[24.33720255],[59.20584773],[83.97993803],[129.115824],[50.78717676],[68.21031473],[47.62089762],[41.84069824],[31.86783171],[69.4843937],[40.54298467],[73.37152807],[30.60749898],[114.47648333],[27.79246531],[202.43688098],[47.63003274],[50.35569634],[55.78404531],[38.32129291],[262.64143641],[105.98758649],[18.67554562],[112.23771451],[63.19236151],[53.53213253],[70.359875],[80.07101953],[75.10066458],[68.65807718],[236.65292218],[31.45027316],[56.22651834],[164.83604783],[85.2413152],[61.23621102]
24,[144.43213281],[741.33426934],[749.947406],[38.26811059],[22.72743716],[34.37661221],[54.66047923],[49.71226451],[395.93185993],[27.35632176],[70.11237451],[74.60686848],[77.76460643],[28.59094436],[121.28992871],[12.31670069],[29.16839072],[49.92409226],[34.1424501],[94.63117002],[29.31266055],[24.67862547],[58.84380822],[84.54680903],[129.62101638],[53.24815975],[69.17282758],[47.92381823],[41.19429651],[32.18675489],[69.6745624],[41.37276711],[73.28775771],[30.86402761],[114.20752458],[27.43615405],[199.48313836],[47.55544693],[50.78005363],[58.54661181],[38.10763313],[262.88635213],[107.30841154],[18.29827881],[111.55471356],[63.59970732],[53.9179139],[71.26784414],[80.25659127],[75.3043554],[71.09848356],[238.81165397],[31.73350267],[56.92977892],[162.91950919],[84.85570435],[60.73048811]
25,[143.01640857],[721.64785321],[730.65113098],[39.98997194],[23.59334682],[34.15387496],[56.96888717],[50.7364043],[414.96503055],[27.89022694],[72.40806599],[76.91434355],[78.34470315],[27.84584087],[119.57606375],[12.04604965],[30.1156798],[52.23303125],[33.25940218],[96.42006815],[30.1758665],[25.11694437],[58.84786122],[87.07824701],[127.5263937],[53.8774589],[70.33675093],[49.44021688],[42.36306503],[32.50394659],[70.03411066],[41.64936567],[77.18071903],[32.00829462],[117.86972924],[27.31317844],[197.41975602],[46.37145343],[50.15750563],[59.31490469],[41.5603798],[262.42343516],[111.69517903],[18.66416424],[105.76296095],[63.57195126],[54.18713706],[72.09457467],[77.99195468],[74.18770884],[72.10466905],[240.47752844],[31.04403973],[57.25956833],[162.88743176],[84.33063346],[60.72971007]
26,[165.0890557],[744.9285887],[743.42077643],[39.84753694],[23.82702916],[34.45279346],[56.21892492],[50.94645454],[398.57735317],[28.24089121],[73.21512616],[76.86053865],[79.24057305],[28.47080036],[124.06550746],[12.01948195],[29.85514082],[52.69165676],[33.3706931],[96.0905104],[31.03024252],[25.68752534],[58.19994229],[85.32773862],[124.42790608],[52.87007957],[68.77835948],[49.05631506],[42.23291089],[32.90150058],[69.05988892],[41.43169051],[77.82460167],[32.39632524],[118.19344838],[27.88627939],[197.1964824],[47.42264276],[50.08951866],[58.29269607],[39.71660931],[267.98259941],[112.83844322],[18.6148518],[108.89734192],[63.06894878],[54.56329375],[71.41597231],[75.88201875],[73.50985575],[71.67037359],[244.52504844],[31.90613344],[56.52321488],[165.34729272],[86.8360531],[60.71741983]
27,[160.52257497],[747.78533444],[753.042142],[40.41456182],[22.27706323],[34.43385316],[55.99674125],[50.91970006],[402.46069539],[27.81881271],[71.76193061],[76.7024397],[80.56753061],[28.26322534],[125.54865321],[11.98048441],[30.39202331],[52.62365287],[33.16042446],[95.33048484],[30.54963657],[25.40352726],[57.75210627],[85.48333449],[125.60762199],[53.78634739],[67.86667346],[48.8206577],[42.02925676],[33.05124469],[66.99412957],[41.86409908],[77.63851855],[31.98580226],[119.18255761],[27.70926731],[197.777891],[46.98761259],[50.66005708],[58.36893331],[39.77349781],[269.81695651],[112.05099611],[18.45710571],[107.11015707],[63.83554424],[55.35560547],[76.19477414],[76.22764721],[76.26100405],[71.9538603],[246.69934614],[31.99198614],[56.02014507],[162.15879569],[86.44277743],[60.41148272]
28,[166.75130155],[756.49457481],[770.98376966],[45.99816605],[23.06360952],[35.36201514],[55.68053654],[51.46804961],[401.56904387],[28.58704185],[72.53481884],[77.02956555],[81.68571396],[28.81835909],[126.71403569],[11.85317176],[30.6800734],[51.99220119],[33.43963192],[94.55856887],[30.50637771],[25.26484363],[58.13867388],[86.13496116],[129.14979852],[54.51695195],[69.72206848],[48.89078793],[43.25399999],[32.67493844],[67.96289545],[43.05394484],[77.27145915],[31.73564822],[119.42441755],[28.11544195],[200.37934719],[47.73080707],[51.54788144],[58.60816464],[39.83175667],[270.84835402],[113.31097531],[18.92392864],[110.30305237],[65.4849962],[55.7953739],[75.79114976],[77.15815802],[77.02445677],[73.03624379],[251.01523514],[32.242286],[56.80205205],[163.2259882],[90.15885485],[60.74128827]
29,[163.54196367],[758.7346473],[757.49841835],[44.65952268],[23.0559917],[35.69623158],[55.1941307],[51.4252714],[411.85030815],[28.49869958],[72.94652785],[76.82153156],[81.92497443],[28.64127786],[125.08982953],[11.74588408],[25.71397732],[51.70251254],[32.96657753],[94.45695164],[30.07075776],[24.50367284],[58.16976387],[84.17392232],[128.08376739],[54.58663223],[70.25417972],[48.91881207],[43.37881263],[32.24740681],[69.33684941],[43.03062088],[77.20679188],[30.38257369],[119.98414331],[28.41868015],[199.86546281],[46.65654405],[51.00698965],[58.8946826],[39.83036617],[266.08634812],[109.84085842],[18.81354539],[106.78157445],[67.93974176],[55.72367526],[76.32476119],[76.34637991],[77.49801664],[72.93480023],[250.14682258],[30.80635048],[54.60618146],[161.20892074],[92.0244173],[62.2883185]
30,[165.89165217],[780.55045199],[774.11464826],[45.70277625],[23.36958082],[36.14575686],[56.58683081],[51.27627987],[412.24605391],[28.95149794],[73.14067507],[76.76610802],[82.02063617],[28.95190888],[126.32424525],[11.78585244],[24.60696092],[52.19980906],[32.99971303],[95.94724188],[29.89810003],[24.41333306],[58.6724603],[85.7955638],[128.28140576],[54.55851087],[69.12851026],[49.19227487],[43.91112003],[32.65439223],[69.44881103],[43.23990964],[77.34228388],[31.01682746],[119.50374067],[29.01310549],[199.83860187],[47.7441259],[51.26390727],[57.75470376],[39.56811734],[270.18053082],[110.63741857],[18.92519893],[107.87687219],[67.84934726],[56.04229773],[76.46830358],[76.77715771],[77.34160092],[74.33771854],[250.82338076],[30.80643956],[55.31245163],[162.73549992],[97.07795197],[61.90803714]
31,[170.33098811],[785.65746719],[794.63866751],[46.47320169],[23.25536708],[35.8186217],[57.79178491],[51.76087551],[405.77441687],[28.68748831],[73.90451552],[79.34906756],[88.92414888],[29.00630397],[127.5343276],[11.89813657],[25.58755562],[52.70441768],[33.84435195],[97.20616903],[30.46132471],[24.17206181],[59.63497291],[86.22358785],[131.23894581],[55.65164916],[70.80159002],[49.26311808],[43.53248979],[33.20081628],[71.65031745],[44.4844486],[77.88767749],[31.43958484],[119.72550837],[28.66629489],[200.17222229],[47.9996635],[51.7076932],[57.87666737],[40.23598443],[275.03090779],[113.234237],[18.79424591],[108.27944114],[68.87204724],[57.06595599],[78.07736922],[76.80422851],[79.11200032],[74.38961991],[258.51947604],[30.73954291],[58.06216738],[164.00042958],[97.68158806],[62.65081772]
32,[170.50952171],[779.53802517],[795.36056462],[47.06587723],[23.69065512],[35.33625223],[58.40619211],[52.24444581],[410.05134301],[28.87663378],[74.51985902],[79.57894354],[88.86185982],[28.85189197],[126.453442],[11.90343965],[26.48595701],[52.53119916],[33.87351828],[97.43725273],[30.99588511],[24.44883967],[59.81791184],[86.74161062],[130.92695733],[55.54743602],[72.2056987],[49.1036562],[43.83715972],[33.3100249],[71.73608954],[44.91959142],[78.14177562],[32.10733046],[120.1665523],[28.46196495],[200.79433848],[48.13359341],[51.28064477],[58.57026063],[39.94788561],[275.23454994],[112.6504597],[18.99451957],[108.80217383],[69.16539658],[57.54555335],[78.40554466],[79.23701132],[79.31257332],[75.00243766],[262.46661079],[30.65489855],[57.19087701],[165.21403212],[100.90104869],[63.01794698]
33,[171.29917024],[779.62075768],[798.78009566],[46.57362334],[23.95792296],[35.61979287],[58.40668059],[52.55135433],[409.67033908],[28.87111254],[74.96585863],[80.21289892],[89.09949866],[28.92187186],[127.30387994],[12.04915358],[25.7212378],[52.79392463],[34.26573279],[98.00667742],[31.24418881],[24.3563389],[60.04567992],[87.9848752],[131.53034323],[54.83220401],[71.78087999],[49.5554982],[44.2704617],[33.4596121],[72.10194583],[44.17891389],[78.5478305],[32.39003849],[120.67018255],[28.64627146],[201.05385441],[48.53373371],[51.49237717],[57.84066358],[40.61150674],[276.56806852],[112.42672351],[19.24998685],[109.00839667],[69.01031929],[57.38186478],[78.61480311],[77.91508646],[79.17993838],[74.61738949],[263.33978896],[30.56289122],[57.23279527],[165.58251301],[101.11647662],[63.29597226]
34,[170.89718028],[767.69715875],[793.55913821],[45.35105742],[21.89179361],[35.36258497],[57.36576835],[52.07916555],[399.43420428],[28.53114282],[74.05176452],[78.79623696],[89.97434332],[28.53106631],[125.85862258],[11.9068612],[25.41658105],[52.87199874],[34.00920101],[96.98347036],[30.75861412],[23.73447551],[59.67443298],[85.49897889],[130.73703665],[54.05487675],[71.75308893],[48.61089506],[43.67354916],[33.26053934],[71.24142889],[43.1470061],[78.0856197],[31.3948701],[121.83241069],[28.71826141],[199.41320631],[47.42498355],[50.97122425],[56.10571813],[40.03454815],[274.91497987],[110.49410542],[19.09396806],[107.91093459],[68.33999479],[57.53511747],[77.76241808],[78.17894428],[78.6022625],[74.84425941],[261.40357643],[31.11941433],[56.72473697],[162.69494312],[101.76198768],[63.0411084]
35,[169.79303458],[763.15232325],[790.22253375],[45.65797852],[22.43106626],[34.44145087],[57.51057572],[53.17097644],[395.13183994],[28.85504382],[73.04182685],[78.37948728],[89.47466426],[28.49107334],[125.31768775],[11.91041992],[25.17350421],[51.98834254],[34.58463232],[96.56720947],[31.08134487],[23.40861997],[59.86363421],[86.81731729],[129.59037585],[54.1292869],[72.01585938],[48.58337157],[44.28241242],[33.00413354],[70.60778457],[42.45378914],[79.13588881],[31.52678876],[120.66628801],[28.92069197],[200.25558546],[47.57425641],[50.59752328],[56.40219456],[40.797605],[275.63712651],[108.46809636],[19.28772023],[105.93063299],[68.56111987],[58.13245496],[78.57247134],[80.54259493],[78.87575129],[74.74475036],[260.53011042],[30.79189693],[55.55297982],[163.61113527],[99.48970141],[63.49969158]
36,[169.83350404],[751.58663839],[784.12860718],[45.69583396],[22.05300954],[35.51932025],[57.78805304],[51.40246238],[396.0011977],[27.74634645],[73.34354151],[77.28393392],[88.15857015],[27.79272299],[124.09673603],[11.9559495],[24.9624999],[52.17850727],[34.51550796],[96.18231065],[30.69595309],[23.15538381],[60.81360152],[85.47957623],[129.57786275],[53.81965547],[70.2540449],[48.13417317],[42.53525488],[32.82560917],[70.60029123],[42.13273316],[78.80341603],[31.50571189],[119.33010162],[28.6918276],[197.46509863],[46.97839607],[50.03685143],[56.01486033],[39.73620186],[274.82589874],[104.42260502],[18.84700894],[105.89700158],[67.59095233],[57.95064851],[77.22200079],[82.44669177],[78.45710397],[75.04131066],[259.89468852],[30.73130121],[54.61080617],[162.5571222],[101.77401277],[63.35049668]
37,[170.86016346],[744.79345077],[781.52225364],[45.47227985],[21.94382793],[36.81788293],[59.10274501],[50.03380631],[402.60416647],[27.43100454],[75.65197187],[73.4373116],[86.56460793],[27.39503895],[122.27054795],[12.46776871],[25.02557851],[51.55265406],[36.53479061],[96.18976444],[30.51557941],[23.2078933],[61.96567169],[84.2098001],[129.56678915],[54.88991267],[72.18583951],[47.70655556],[42.06542812],[32.58391462],[71.01391898],[42.36385734],[79.89024893],[30.35736031],[118.56091782],[28.51684625],[191.77097503],[45.43607662],[50.63887473],[55.95836669],[38.95620471],[273.34929737],[104.13454273],[18.42815627],[107.93577125],[67.40210229],[58.45879162],[77.94067878],[82.44531286],[77.81887217],[76.04446763],[257.83083481],[30.36738714],[55.81601551],[162.57045866],[99.23825459],[62.69504196]
38,[170.09264362],[741.2779086],[784.66838796],[45.66279318],[21.59453761],[36.12595685],[58.01953199],[50.44308689],[400.13615734],[27.25361843],[74.99741481],[74.75413195],[87.85461746],[28.38386059],[121.27386972],[12.23567732],[24.29117841],[51.52955837],[35.38259711],[95.77926651],[29.74117853],[22.82874239],[59.68428733],[84.25706653],[129.97266864],[55.21388538],[72.06665788],[48.03252398],[42.08586476],[32.24480618],[72.38293179],[42.43631654],[79.18411682],[29.9296147],[118.31574638],[29.0521865],[190.33311189],[46.00073378],[50.39006158],[56.5149954],[39.32302198],[274.21889334],[105.47019874],[18.31829659],[102.30364002],[67.35916072],[57.19892031],[77.85688715],[81.19870639],[77.22835791],[75.64020648],[253.66022098],[29.93202485],[55.90705168],[166.76658117],[98.56256395],[62.42610353]
39,[170.69481858],[761.02042844],[777.59614614],[46.82010868],[22.13007212],[37.45619526],[58.10526512],[51.57656384],[396.23435284],[27.50893623],[76.58697725],[76.08680843],[88.20016904],[28.26026685],[124.10641778],[12.44496582],[24.91315597],[52.15265484],[34.87704915],[97.42658124],[30.09687146],[22.90757243],[60.00015695],[84.36768401],[129.75329936],[54.5325764],[71.85504913],[48.49151129],[42.39465813],[32.66736227],[72.70516837],[41.88642021],[81.0516304],[29.75263324],[119.36025275],[28.94105897],[195.21449598],[45.67586344],[51.82645819],[57.13992844],[40.67329267],[276.59747953],[108.44845982],[18.2960808],[107.39128408],[67.15986137],[57.48242725],[77.03253506],[83.27583481],[77.44897079],[76.61531417],[257.86853837],[30.39182742],[57.2268779],[169.87779503],[98.14772866],[63.06414832]
40,[173.44796801],[766.03064672],[780.13509181],[46.92034191],[22.64917647],[39.13569458],[60.49248529],[52.70092407],[365.67349141],[27.96799524],[77.27380031],[75.55540009],[87.93059744],[28.19410681],[124.04861348],[12.56342297],[25.25355169],[51.52357605],[35.02278187],[97.45832613],[30.02885673],[22.79427601],[60.23221771],[84.43566213],[128.78427993],[54.98689151],[72.23390623],[48.61145939],[43.4721628],[33.04303277],[72.46605198],[42.40095352],[82.05622998],[29.18980811],[119.26045577],[29.7408981],[194.95872383],[45.82395263],[50.4669247],[57.21561319],[41.14148],[277.69245393],[107.58684485],[18.68890877],[106.10502418],[67.2619422],[57.40600577],[76.81170184],[83.13452849],[77.52775092],[76.35730973],[254.95107415],[30.8772307],[56.62512088],[169.27706283],[102.1528657],[63.43656589]
41,[176.60959141],[769.97598439],[809.26514597],[48.53652839],[23.29028795],[41.63427531],[62.74677551],[53.19653255],[368.5001341],[28.71362947],[78.62460034],[77.43566333],[88.00394708],[28.86866044],[123.63921719],[13.09604734],[26.542616],[51.67183009],[36.36219729],[99.97742286],[31.51217794],[22.51397781],[61.764785],[86.48557174],[132.71975836],[57.78162751],[74.60633582],[49.68192514],[44.65288153],[33.61464661],[76.30176677],[43.15228995],[84.02277587],[29.59338853],[119.94673606],[29.91874995],[200.078288],[45.77809926],[52.12543451],[59.92423597],[42.58863702],[284.93725861],[108.99995553],[19.28067034],[111.19428181],[68.24224004],[58.7348125],[77.01455917],[84.41504497],[78.1641907],[77.33518875],[253.86631016],[32.24776739],[57.21903725],[173.68245835],[101.93979151],[64.37236999]
42,[176.40160821],[766.51661405],[807.93802379],[49.2805351],[22.77887025],[41.79826743],[64.17891064],[52.82108687],[368.71723277],[29.44216155],[78.93482123],[76.84300953],[87.11343018],[29.31228826],[122.75923197],[13.04248397],[26.50776568],[51.56700222],[36.4430645],[98.84031946],[32.03260579],[22.83775611],[61.50447143],[86.61231909],[132.38096389],[59.43970707],[75.20146927],[50.00573389],[45.61999112],[33.67362487],[75.24654155],[43.06601958],[83.45518456],[29.65332934],[120.45281609],[28.54971232],[200.8252895],[45.16357473],[51.49382261],[61.42401799],[43.93137399],[277.59188477],[108.51760261],[19.81729017],[108.69433171],[67.68011155],[58.58806699],[77.83922554],[84.96689873],[77.95093081],[76.62656594],[253.55619445],[32.8437266],[57.0085348],[172.3747935],[90.70334936],[64.25337058]
43,[175.82708146],[768.83633261],[802.34636276],[49.03207395],[22.96870056],[41.86690911],[62.80486633],[53.23310062],[371.07999997],[28.87813345],[78.74370716],[77.24129811],[87.79295686],[29.89670001],[124.18376975],[13.1710102],[25.93301602],[50.02534454],[37.70963898],[98.74199169],[32.24676144],[22.82506319],[60.75628025],[86.02902139],[133.28125104],[57.55223335],[74.30721513],[49.84183739],[44.76020864],[34.28485421],[74.64201692],[42.45401371],[83.55998657],[29.50300202],[121.25616459],[29.37934877],[199.90385117],[45.63734912],[51.67902465],[60.63374781],[44.46859384],[276.27181696],[109.0190732],[19.56138006],[106.24739413],[67.61406327],[58.71358191],[77.29944279],[84.99894711],[78.00444333],[77.35565804],[251.58800318],[32.86368186],[56.46902133],[173.62201914],[91.40102063],[64.43106167]
44,[173.22840523],[760.54549379],[803.33474268],[48.77785428],[23.37329303],[41.07468559],[62.81287993],[52.07028286],[382.98975704],[29.23234932],[78.21076952],[76.27048351],[86.09869673],[30.14279198],[120.24303442],[12.78679978],[25.75748801],[49.67603223],[37.07199538],[98.1405912],[32.41221282],[23.02858693],[60.67422442],[86.07447366],[134.77137217],[55.68237674],[73.05349869],[50.21600911],[45.12965301],[33.26812427],[74.56327303],[40.42028221],[83.86366948],[29.36806216],[121.73427133],[29.04124693],[198.56851851],[46.50920577],[51.51709074],[58.51403191],[43.95287877],[277.47998433],[103.56338231],[19.81054163],[102.47127334],[67.36639222],[58.71147562],[76.80168946],[84.65177093],[77.15334424],[76.56673294],[251.76106027],[32.09874752],[55.87136296],[176.22172039],[91.68535432],[64.668102]
45,[171.97913415],[775.02321766],[802.01673236],[48.67602332],[23.29180166],[40.64673623],[61.92257005],[52.19565172],[376.56902873],[29.23648],[77.04345511],[76.00100276],[86.16227629],[29.7668395],[120.26784726],[12.73855277],[25.43922466],[49.73618761],[37.32158389],[99.74215743],[33.18223145],[22.92705562],[61.03417227],[85.53747703],[136.40013995],[55.3487246],[72.32843317],[50.46002368],[45.22484092],[33.35511214],[74.45258497],[40.69549698],[84.49942989],[29.62544313],[122.68065515],[29.96606826],[201.37759066],[47.28542544],[52.29121412],[58.47644254],[43.97258066],[282.47503753],[103.59137561],[19.66218204],[101.5190636],[68.26131205],[59.29169363],[77.74313263],[84.1837955],[78.24756774],[76.65688422],[255.40117471],[32.15921832],[56.31149173],[178.06556147],[93.95414396],[64.59530123]
46,[171.64372508],[770.04516934],[790.42824375],[48.23166829],[22.89477343],[39.26828253],[61.42348007],[52.42285833],[375.64501149],[28.55681004],[76.48311908],[75.88110899],[84.80987587],[29.79324823],[116.428627],[12.50801297],[25.38059982],[48.91059025],[35.88476733],[97.92759298],[32.48819134],[22.37916375],[60.07671523],[85.15430789],[135.88624147],[55.50939949],[72.23708525],[49.82799173],[43.95035686],[32.38666405],[73.71837435],[40.03574672],[83.99109439],[29.63153401],[122.82782498],[29.67345122],[199.62160619],[46.54050974],[51.71835442],[57.19097275],[44.09190784],[277.06546256],[101.19258953],[19.11543212],[100.2018248],[67.42786516],[58.72818335],[77.16619242],[83.15011649],[77.41110334],[75.53410834],[253.29206976],[31.54483914],[55.02207771],[176.00448489],[91.91931944],[63.87375848]
47,[172.94237174],[760.88631759],[795.92577225],[48.17956654],[23.06148904],[39.34324199],[62.87492493],[52.98047882],[381.57799598],[27.95498149],[75.81182793],[77.08355786],[85.65016827],[29.68330574],[117.61440252],[12.57143601],[25.54876617],[49.52947582],[36.1849045],[98.31458256],[32.9192653],[22.00987503],[59.91752607],[83.082905],[135.85653769],[55.53508834],[71.42149217],[49.59614783],[43.4374824],[32.55118427],[73.7406588],[40.11029335],[84.35169985],[29.02574175],[122.36731782],[28.94697023],[197.96777053],[46.74781324],[51.2502055],[55.30024798],[45.1933409],[278.19945313],[97.13047501],[18.74987727],[93.99438311],[67.27558082],[57.70719636],[77.02981664],[81.00435308],[77.47800646],[76.15682285],[256.51549612],[30.93355317],[54.12712992],[173.89121855],[90.72211967],[63.82363171]
48,[171.93320746],[757.57981517],[796.25324455],[47.0027997],[23.43223659],[39.7304027],[62.15416329],[51.62211654],[391.71112273],[28.06180208],[75.53701734],[77.07412439],[84.30611577],[29.57641428],[116.93001383],[12.64384982],[23.92242997],[48.99356595],[36.42035183],[97.89831932],[32.33877985],[21.47598585],[59.20350048],[81.16297225],[135.20743543],[51.12872785],[69.35494377],[49.80813107],[43.45379746],[32.45014948],[73.05281565],[37.36148122],[86.06269913],[28.764289],[123.28420887],[28.85783368],[197.06149139],[46.02942489],[50.9121],[50.67256665],[44.02722844],[279.74755822],[94.5807536],[18.84359617],[92.35617233],[69.49298536],[57.63434259],[76.75007622],[79.83088026],[76.82051957],[76.39638263],[262.4433623],[30.33260498],[53.86864425],[174.20111608],[91.63649976],[64.25036595]
49,[174.01703128],[767.55721197],[798.26110993],[46.59535203],[23.20652454],[39.84470046],[62.39838191],[51.39992263],[389.26794247],[28.00410513],[75.64142725],[76.04495877],[84.20489801],[29.36230626],[116.68681796],[12.66382097],[23.85378789],[49.4050454],[36.40104501],[98.51112739],[32.00283935],[21.61912095],[59.341502],[80.07617687],[135.47276552],[52.07648265],[69.1727907],[49.95106529],[43.4043636],[32.00340979],[72.94931452],[36.97633786],[84.97622378],[28.29439521],[122.99256221],[28.53925706],[199.80219753],[45.73515149],[50.82796441],[50.86024804],[43.12762456],[282.90639566],[92.79282872],[18.93183853],[91.51627402],[68.38097818],[57.65276952],[77.11358363],[79.9749422],[77.05497984],[76.5428705],[260.22844335],[30.05640994],[53.75542935],[174.61792912],[90.14362731],[64.04017117]
50,[175.69514577],[772.48189502],[808.36911857],[47.25802367],[23.19300493],[40.41876083],[66.18189116],[52.44813863],[389.16817091],[28.06195555],[75.73419418],[77.40043242],[85.29384541],[29.23742929],[117.17321187],[12.7922574],[24.06501407],[49.74121412],[36.631358],[98.82584136],[32.10069824],[21.85885801],[59.81214961],[81.02038097],[137.27396673],[53.53352918],[69.83475158],[49.92855143],[43.06839728],[32.04077531],[74.35468684],[37.82859474],[85.11659035],[28.9396066],[123.36675427],[28.70645727],[201.15229733],[45.72519009],[51.76241671],[51.90771143],[45.01370082],[285.05817306],[92.98027314],[19.10649255],[92.38096701],[68.4387921],[57.68499759],[77.61483789],[80.48461286],[77.59907327],[78.10159708],[260.51990022],[29.97264492],[54.66442716],[177.83577197],[88.21911553],[64.19972969]
51,[173.32483952],[770.71398937],[803.66175764],[46.8254144],[23.18197156],[40.57447216],[65.93601187],[53.05473967],[392.73635325],[28.13046057],[75.73772278],[77.27005329],[83.95036583],[29.32820388],[114.89937498],[12.62797348],[23.81889987],[50.05190875],[36.40450223],[97.86580737],[32.09068582],[22.04099413],[59.714527],[79.99456404],[136.76235881],[52.48065951],[68.71125506],[49.66018839],[43.52640094],[32.3516377],[74.22691836],[37.40475166],[84.80852056],[28.47474386],[123.206765],[29.34533668],[204.89875941],[46.2554705],[52.231218],[50.99817987],[44.86261647],[285.4712414],[92.86322461],[19.13756381],[92.94076766],[67.9582458],[57.40196548],[77.09679803],[80.0240386],[77.49194723],[77.71491536],[263.19846842],[30.01232703],[54.64369169],[180.95013555],[89.06290663],[64.14896096]
52,[170.75549757],[765.99597678],[799.90664491],[45.12009076],[23.31328756],[39.62007391],[64.11272424],[52.52104126],[390.72717299],[27.7849104],[74.66441495],[74.4120096],[79.25792237],[29.49615314],[114.54223254],[12.3687103],[22.47517365],[50.43752614],[35.63973241],[96.61146162],[31.54836592],[21.66116436],[57.90352755],[78.86945486],[135.44643376],[49.93373246],[66.55231216],[49.54075188],[42.90873196],[30.97328496],[73.10381443],[36.12344256],[83.88179826],[28.35210402],[123.75292169],[29.32747758],[202.72864882],[45.49911236],[52.06838013],[48.24374832],[43.36858073],[283.28465361],[90.73450115],[18.54879415],[90.46477864],[67.12417704],[57.08961957],[73.80586506],[77.70132519],[76.50230554],[76.22527787],[257.75778418],[29.30755488],[53.53818876],[180.92867297],[88.28501501],[64.04302187]
